"콘텐츠명","노키즈존","예약가능여부","룸보유여부","유아서비스기타","평일오픈시간","평일클로즈시간","주말오픈시간","주말클로즈시간","휴식시작시간","휴식종료시간","대표메뉴기타"
"만세국수 삼성혈점","","","","","09:00","05:00","09:00","05:00","","",""
"카페 소바니","","","","","11:00","21:00","11:00","21:00","","",""
"망고레이 함덕점","","","","","10:00","18:30","10:00","18:30","","",""
"시골길","","","","","12:00","20:30","12:00","20:30","","","낙지볶음"
"카페태희","","","","","09:00","21:00","09:00","21:00","","",""
"국수바다 본점","","","","","08:00","21:00","08:00","21:00","","",""
"모슬포에서","","","","","10:00","20:00","10:00","20:00","","",""
"도다모","","y","","","11:30","22:00","11:30","22:00","","",""
"우도다방 돼지네땅콩손만두","","","","","09:00","17:00","09:00","17:00","","",""
"제주광어씨푸드레스토랑 표선점","","","","","11:00","22:00","11:00","22:00","","",""
"파니야그릴","y","n","","","11:00","21:00","11:00","21:00","","","생삽겹철판볶음밥,송화고철판볶음밥,해물철판볶음"
"에릭스에스프레소 카페","","","","","10:30","21:30","10:30","21:30","","",""
"소녀방앗간","","","","","07:00","21:30","07:00","21:30","","",""
"하몽인제주","","","","","","","","","","",""
"박장군","","","","","","","","","","",""
"소길역","","","","","11:30","21:00","11:30","21:00","","",""
"한라산빵 1950","","","","","11:00","18:00","11:00","18:00","","",""
"쉬멍","","","","","09:30","18:30","09:30","18:30","","",""
"우도동식이","","","","","","","","","","",""
"우무깨식당","","","","","","","","","","",""
"어부피자","","","","","11:00","18:00","11:00","18:00","","",""
"숲속의작은집","","","","","","","","","","",""
"알라스카인제주 협재점","","","","","","","","","","",""
"우유부단 크림공작소","","","","","10:00","18:00","10:00","18:00","","",""
"커피로카","","","","","08:30","23:00","08:30","23:00","","",""
"조끌락","","","","","11:00","19:00","11:00","19:00","","",""
"섬소나이","","","","","09:30","17:00","09:30","17:00","","",""
"봄날카페","","","","","09:00","21:30","09:00","21:30","","",""
"교래흑돼지","","","","","11:00","21:30","11:00","21:30","","",""
"우도해녀행심이네","","","","","12:00","18:00","12:00","18:00","","",""
"대니스카페","","","","","10:00","18:00","10:00","18:00","","",""
"신촌덕인당","","","","","09:00","17:00","09:00","17:00","","","보리빵, 쑥단팥빵, 팥보리빵"
"파리바게트 도남점","","","","","","","","","","",""
"동복리해녀촌","","","","","09:00","19:00","09:00","19:00","","",""
"나원회포차","","","","","17:00","04:00","17:00","04:00","","",""
"하와유제주","","","","","10:00","17:00","10:00","17:00","","",""
"중문덤장","","","","","08:00","22:00","08:00","22:00","","",""
"유리네","","","","","09:00","21:00","09:00","21:00","","",""
"진대감12제주","","","","","11:30","22:00","11:30","22:00","","",""
"가야아구찜","","","","","11:00","22:00","11:00","22:00","","",""
"하도리1091","n","n","","","11:00","20:00","11:00","20:00","","",""
"쓰담뜨담","","","","","10:00","18:00","10:00","18:00","","",""
"순심이네한라봉돼지갈비","","","","","10:30","22:00","10:30","22:00","","",""
"도토리키친","","","","","11:00","17:00","11:00","17:00","","",""
"시영통닭","","","","","11:00","23:30","11:00","23:30","","",""
"제주한면가","","","","","10:30","15:30","10:30","19:00","","",""
"복댕이","","","","","13:00","23:00","13:00","23:00","","",""
"탐나는닭","","","","","16:30","24:00","16:30","24:00","","",""
"멘도롱 cafe","","","","","09:00","22:00","09:00","22:00","","",""
"너는파라다이스길리","","","","","11:00","20:00","11:00","20:00","","",""
"주상절리회국수","","","","","10:00","20:00","10:00","20:00","","",""
"제주 강남해물탕","","","","","08:00","20:00","08:00","20:00","","",""
"곰막","","","","","09:30","21:00","09:30","21:00","","",""
"알라모","","","","","10:00","22:00","10:00","22:00","","",""
"웬드구니","","","","","09:00","23:00","09:00","23:00","","",""
"아찌국밥","","y","","","09:00","22:30","09:00","22:30","","",""
"블루하우스","","","","","10:00","20:00","10:00","20:00","","",""
"춘미향 식당","","","","","11:30","20:30","11:30","20:30","","",""
"거기제주","","","","","09:00","21:00","09:00","21:00","","",""
"아웃도어키친","","","","","12:00","22:00","12:00","22:00","","",""
"내담","","","","","11:30","21:30","11:30","21:30","","",""
"국수장터","","","","","11:00","02:00","11:00","02:00","","",""
"물고기카페","","","","","12:00","21:00","12:00","21:00","","",""
"하우스레서피","","","","","10:00","19:00","10:00","19:00","","",""
"아꼬떼카페","","","","","","","","","","",""
"써니하우스 커피&핫도그","","","","","08:30","19:00","08:30","19:00","","",""
"귤하르방","","","","","","","","","","",""
"카페소금","","","","","10:00","22:00","10:00","22:00","","",""
"삼성혈해물탕","","","","","10:00","22:30","10:00","22:30","","",""
"빨간머리앤의집(초콜릿뮤지엄)","","","","","10:00","16:30","10:00","16:30","","",""
"허파곶자왈화덕피자","","","","","11:00","20:30","11:00","20:30","","",""
"피자아일랜드","","","","","10:00","22:00","10:00","22:00","","",""
"더핀란드","","","","","11:30","21:00","11:30","21:00","","",""
"네모랑","","","","","11:00","18:00","11:00","18:00","","",""
"우도해광식당","","","","","09:30","18:00","09:30","18:00","","",""
"우도자연","","","","","08:00","20:00","08:00","20:00","","",""
"우도일출해올레가든","","","","","10:00","22:00","10:00","22:00","","",""
"중문어촌계해녀의집","","","","","08:00","17:00","08:00","17:00","","",""
"구좌상회","","","","","10:30","18:30","10:30","18:30","","",""
"몬떼마레","","","","","11:30","21:00","11:30","21:00","","",""
"얌얌키친","","","","","11:00","21:00","11:00","21:00","","",""
"돈채","","","","","10:30","21:00","10:30","21:00","","",""
"리치망고우도점","","","","","10:30","","10:30","","","",""
"올래국수","","","","","08:30","15:00","08:30","15:00","","",""
"바농","","","","","11:00","23:00","10:30","23:00","","",""
"우도에서썸타","","","","","09:00","18:00","09:00","18:00","","",""
"몬스터살롱","","","","","10:00","18:30","10:00","18:30","","",""
"수모루국수","","","","","10:00","20:00","","","","",""
"우도아름다운소풍","","","","","09:30","16:30","09:30","16:30","","",""
"메리앤폴","","","","","11:00","21:00","11:00","21:00","","",""
"오라오거리정식","","","","","08:00","20:00","08:00","20:00","","",""
"세컨드밀","","","","","10:00","21:00","10:00","21:00","","",""
"삼바리회센타","","","","","11:00","23:00","11:00","23:00","","",""
"올레7돈 (올레칠돈)","","","","","12:30","22:00","12:30","22:00","","",""
"말이","","","","","12:00","21:00","12:00","21:00","","",""
"노라바","","","","","10:00","17:30","10:00","17:30","","",""
"앙뚜아네트 탑동점","","","","","10:00","24:00","09:00","24:00","","",""
"올댓제주","","","","","17:30","00:55","17:30","00:55","","",""
"우정횟집","","","","","10:00","22:00","10:00","22:00","","",""
"라붕제주 cafe","","","","","","","","","","",""
"쭈니창고","","","","","11:00","19:00","11:00","19:00","","",""
"피노","","","","","11:30","20:30","11:30","20:30","","",""
"제주올레냉면 제주노형점","","","","","10:30","21:00","10:30","21:00","15:00","16:00",""
"아톰스낵","","","","","11:00","19:30","11:00","19:30","","",""
"서광춘희","","","","","11:00","20:00","11:00","20:00","","",""
"도두반점","","","","","11:30","22:00","11:30","22:00","","",""
"어머니닭집","","","","","10:00","22:00","10:00","22:00","","",""
"돈대장","","","","","11:00","23:00","11:00","23:00","","",""
"한라네 김밥","","","","","07:00","18:00","07:00","18:00","","",""
"정봉자커피 봉개점","","","","","","","","","","",""
"산방식당(모슬포본점)","","","","","11:00","18:00","11:00","18:00","","",""
"만선식당","y","n","","","10:30","21:00","10:30","21:00","","","고등어회, 고등어조림, 갈치조림, 돼지산적"
"목포고을","","","","","12:00","22:30","12:00","22:30","","",""
"텐피자","","","","","11:00","20:30","11:00","20:30","","",""
"꽁순이네","","","","","10:00","18:00","10:00","18:00","","",""
"덕승식당(구관)","","","","","09:00","21:00","09:00","21:00","","",""
"춘희","","","","","11:00","20:00","11:00","20:00","","",""
"제주돌담촌","","","","","11:00","23:00","11:00","23:00","","",""
"파파야 수제버거","","","","","11:00","21:00","11:00","21:00","","",""
"끌림","","","","","11:00","24:00","11:00","24:00","","",""
"제주설심당 본점","y","n","","","11:00","22:00","11:00","22:00","","","제주설심당빙수, 제주설심당호떡"
"대우정","","","","","09:00","21:00","09:00","21:00","","",""
"섭지해녀의집","","","","","07:00","20:00","07:00","20:00","","",""
"홍조바다","","","","","08:00","18:00","08:00","18:00","","",""
"보물섬(대정)","","","","","11:00","19:30","11:00","19:30","","",""
"카페콜라","","","","","10:00","18:00","10:00","18:00","","",""
"중앙식당","","","","","06:00","20:00","06:00","20:00","","",""
"비포크비스트로","","y","","","10:00","20:00","10:00","20:00","","",""
"월정리로와","","","","","09:00","21:00","09:00","21:00","","",""
"엄마야누나야","","","","","08:00","20:00","08:00","20:00","","",""
"제주미향","","","","","09:00","22:00","09:00","22:00","","",""
"피시야 카페","","","","","09:00","19:00","09:00","19:00","","",""
"jival 지발","","","","","12:00","21:00","12:00","21:00","","",""
"햇살가득돌담집","","","","","11:00","22:00","","","","",""
"미풍해장국 신제주점","","y","","","05:30","15:00","05:30","15:00","","",""
"바다마루","","","","","10:30","22:00","10:30","22:00","","",""
"돈사돈","","","","","12:30","22:00","12:30","22:00","","",""
"인어공주","","","","","09:00","18:30","09:00","18:30","","",""
"곤경에빠진버거","","","","","10:30","16:30","10:30","16:30","","",""
"카페앤드효은양갱","","y","","","10:00","18:00","10:00","18:00","","",""
"안나의촐라체","","","","","11:00","21:30","11:00","21:30","","",""
"남또리","","","","","11:00","22:30","11:00","22:30","","",""
"빨간모자마법사","","","","","09:00","21:00","09:00","21:00","","",""
"용출횟집","","","","","12:00","21:00","12:00","21:00","","",""
"엘리엇스체어","","","","","","","","","","",""
"김녕제주흑돼지정육점식당","","","","","10:30","21:30","10:30","21:30","","",""
"포도호텔레스토랑","","","","","06:30","22:00","06:30","22:00","","",""
"청운식당","","y","","","09:00","21:00","09:00","21:00","","",""
"오일등식당","","","","","10:00","20:00","10:00","20:00","","",""
"불만나","","","","","11:00","22:00","11:00","22:00","","",""
"제니스브레드","","","","","","","","","","",""
"섭지코지 해녀밥상","","","","","10:00","19:30","10:00","19:30","","",""
"흑돼지신화","","","","","11:30","22:00","11:30","22:00","","",""
"문쏘","","","","","10:30","20:30","10:30","20:30","","",""
"해뜰","","","","","11:00","18:00","11:00","18:00","","",""
"대박국수","","","","","10:00","16:00","10:00","16:00","","",""
"에프터글로우","y","n","","","11:00","21:00","11:00","21:00","","","바닐라빈 라떼, 모카멜랑지, 아인슈페너"
"번개피자","","","","","09:30","17:00","09:30","17:00","","",""
"고래라면","","","","","09:00","18:30","09:00","18:30","","",""
"제주도그릴","","","","","12:30","22:00","12:30","22:00","","",""
"슬슬슬로우","","","","","11:30","19:00","11:30","19:00","","",""
"수복강녕","","","","","11:00","20:00","11:00","20:00","","",""
"맥반석 식당","","","","","07:00","19:00","07:00","19:00","","",""
"제주김만복(만복이네김밥집)","","","","","08:00","20:30","08:00","20:30","","",""
"라운지엑스 애월점","y","n","","","09:00","18:00","09:00","18:00","","","로봇드립커피, 제주블렌드, 우도땅콩플랫"
"쇠소깍오메기식당","","y","","","07:00","21:30","07:00","21:30","","",""
"제주맥주","","","","","13:00","20:00","13:00","20:00","","",""
"옥돔식당 ","","","","","11:00","16:00","11:00","16:00","","",""
"산도롱맨도롱","y","y","","","09:00","17:00","09:00","17:00","","","홍갈비국수, 백갈비국수"
"레드썬셋","","","","","11:00","18:00","","","","",""
"성미가든","","","","","11:00","20:00","11:00","20:00","","",""
"스시호시카이","","","","","12:00","22:00","12:00","22:00","","",""
"제주감귤호떡집","","","","","11:30","19:00","11:30","19:00","","",""
"망고홀릭 성산일출봉점","","","","","11:00","23:00","11:00","23:00","","",""
"도가촌","","","","","11:00","23:00","11:00","23:00","","",""
"아일랜드팩토리 풍류","","","","","11:11","21:00","11:11","21:00","","",""
"짱아저씨","","y","","","11:00","22:00","11:00","22:00","","",""
"바다의술책","","","","","10:00","19:00","10:00","19:00","","",""
"참이쁜돼지","","","","","16:00","22:30","16:00","22:30","","",""
"핸즈키친","","","","","11:30","15:00","11:30","15:00","","",""
"망고홀릭 법환점","","","","","10:00","22:00","10:00","22:00","","",""
"흑돼지킹생구이전문점","","","","","","","","","","",""
"호돌이식당","","","","","09:00","16:00","09:00","16:00","","",""
"코코마마","","","","","10:00","21:00","10:00","21:00","","",""
"피노키오","","","","","08:30","17:00","08:30","17:00","","",""
"쇠소깍모꼬지","","","","","09:00","20:00","09:00","20:00","","",""
"모래비카페","","","","","09:00","21:00","09:00","21:00","","",""
"메종드쁘띠푸루","","","","","07:00","22:00","07:00","22:00","","",""
"테이크파이브재즈클럽","","","","","19:00","00:00","19:00","00:00","","",""
"모메든식당","","","","","11:30","22:30","11:30","22:30","","",""
"태광식당","","","","","10:30","22:00","10:30","22:00","","",""
"커피주의보","","","","","11:00","23:00","11:00","23:00","","",""
"에이팩토리 커피앤북스","","","","","09:00","22:00","09:00","22:00","","",""
"하빌리스","","","","","10:00","20:00","10:00","20:00","","",""
"차귀놀","","","","","09:00","20:00","09:00","20:00","","",""
"가시아방","","","","","10:30","21:00","10:30","21:00","","",""
"연동국수가게","","","","","11:00","22:00","","","","",""
"어멍","","","","","07:00","22:00","07:00","22:00","","",""
"호박다방","","","","","10:00","20:00","10:00","20:00","","",""
"레터스 투 시리얼","","","","","12:30","20:30","12:30","20:30","","",""
"어진이네횟집","","","","","10:00","20:00","10:00","20:00","","",""
"중문솥뚜껑","","","","","10:00","22:00","10:00","22:00","","",""
"교래손칼국수","","","","","10:50","18:30","10:50","18:30","","",""
"면뽑는선생 만두빚는아내","","","","","10:30","20:30","10:30","20:30","","",""
"글라글라하와이","n","n","","","11:30","23:00","11:30","23:00","","","하와이안 해물찜, 피쉬버거"
"더꽃돈","","y","","","12:00","22:00","12:00","22:00","","",""
"주르레식당","","","","","12:00","19:00","12:00","15:00","","",""
"테라로사","","","","","09:00","21:00","09:00","21:00","","",""
"해적카페","","","","","","","","","","",""
"남양수산","","","","","14:00","20:00","14:00","20:00","","",""
"저스트쉬림프","","","","","11:00","22:00","11:00","22:00","","",""
"냠냠제주","","","","","","","","","","",""
"미영이네식당","","","","","11:00","20:30","11:00","20:30","","",""
"초밥군커피씨","","","","","11:00","14:00","11:00","14:00","","",""
"우도씨","","","","","09:30","18:00","09:30","18:00","","",""
"바람개비","","","","","09:30","21:30","09:30","21:30","","",""
"우도앤살레","","","","","09:30","18:00","09:30","18:00","","",""
"물꼬해녀의집","y","n","","","08:00","20:00","08:00","20:00","","","문어라면, 해물칼국수, 보말죽, 전복죽, 뿔소라회 "
"제주분식","","","","","09:00","20:00","09:00","20:00","","",""
"문화통닭","","y","","","16:00","22:30","16:00","22:30","","","후라이드치킨, 간장날개, 양념치킨, 닭강정"
"섭지코지화덕피자","y","n","n","","11:00","20:00","11:00","20:00","","","흑돼지화덕피자 & 해물파스타"
"부농","","","","","10:00","16:00","10:00","16:00","","",""
"탐라화덕피자","","","","","11:30","21:00","11:30","21:00","","",""
"옐로우카페 (yellow cafe)","","","","","09:00","21:00","09:00","21:00","","",""
"지상에 별두개","","","","","11:00","20:00","11:00","22:00","","",""
"귤따고 레드향갈고","","","","","10:00","18:00","10:00","18:00","","",""
"카페숑","","","","","09:30","18:00","09:30","18:00","","",""
"윌라라","","","","","12:00","23:30","12:00","23:30","","",""
"대성아귀찜","","y","","","10:30","20:30","10:30","20:30","","",""
"한라통닭","","","","","08:30","21:00","08:30","21:00","","",""
"수다뜰","","","","","10:00","20:00","10:00","20:00","","",""
"돼지촌","","","","","17:00","00:00","17:00","00:00","","",""
"순천미향","","","","","10:00","20:00","10:00","20:00","","",""
"달자카페","","","","","09:30","23:00","09:30","23:00","","",""
"모디카","","y","","","11:30","22:00","11:30","22:00","","",""
"먹쿠슬낭여행자카페","","","","","09:00","19:00","09:00","19:00","","",""
"Jeju in aA카페","","","","","11:00","19:00","11:00","19:00","","",""
"마이티커피","y","y","","","10:00","22:00","10:00","22:00","","","핸드드립커피, 슈크림라떼, 아포카토알카페"
"시즌박스","","","","","11:00","15:00","11:00","15:00","","",""
"커피코알라","","","","","10:00","22:00","10:00","22:00","","",""
"블리케이크","","","","","12:00","21:00","12:00","21:00","","",""
"달마야해물탕","","","","","11:30","00:00","11:30","00:00","","",""
"우수미회센타","","","","","","","","","","",""
"아서원","","","","","10:30","19:00","10:30","19:00","","",""
"꿈꾸는 흰당나귀","","","","","10:00","23:30","10:00","23:30","","",""
"갓포하루","","","","","17:00","05:00","17:00","05:00","","",""
"남경미락","","","","","11:30","21:00","11:30","21:00","","",""
"달잠키친","","","","","12:00","21:00","12:00","21:00","","",""
"산호사 해녀의집","","","","","","","","","","",""
"아이스크림연구소(우도점)","","","","","12:00","21:00","12:00","21:00","","",""
"티나케이크","y","y","","","11:00","21:00","11:00","21:00","","","당근케이크, 크레이프케이크, 계절케이크"
"덕성원","","","","","11:00","21:00","11:00","21:00","","",""
"서귀포흑돈","","","","","12:00","22:00","12:00","22:00","","",""
"흑소랑","","","","","11:30","22:00","11:30","22:00","","",""
"맛나식당","","","","","08:30","14:00","08:30","14:00","","",""
"돈이랑","","","","","12:00","22:30","12:00","22:30","","",""
"나나이로 아코제주","","","","","10:00","18:00","10:00","18:00","","",""
"김이박","","","","","11:00","22:00","11:00","22:00","","",""
"덕구상회","","","","","11:30","21:00","11:30","21:00","","",""
"이어도전복해물전문점","","","","","10:00","22:00","10:00","22:00","","",""
"삼대국수회관","","","","","08:30","03:30","08:30","02:00","","",""
"레드팬더","","","","","19:20","06:00","19:20","06:00","","",""
"제원분식","","","","","10:00","17:00","10:00","17:00","","",""
"흑돈가","","","","","11:20","24:00","11:20","24:00","","",""
"모닝힐카페","","","","","","","","","","",""
"제갈양","","","","","10:00","21:00","10:00","21:00","","",""
"코르소","","","","","11:00","21:00","11:00","21:00","","",""
"카페쉼표","","","","","09:30","21:00","09:30","21:00","","",""
"광원","","y","","","11:30","22:00","11:30","22:00","","",""
"벵디","","","","","10:00","19:30","10:00","19:30","","",""
"신의한모","","","","","11:30","21:00","11:30","21:00","","",""
"와랑와랑카페","","","","","11:00","18:00","11:00","18:00","","",""
"비바리짬뽕","","","","","11:00","21:00","11:00","21:00","","",""
"해뜨는식당","","","","","09:00","21:00","09:00","21:00","","",""
"우도설빙면","","","","","09:30","17:30","09:30","17:30","","",""
"우도몬딱","","","","","09:00","17:00","09:00","17:00","","",""
"옛고을갈비","","","","","10:00","22:00","10:00","22:00","","",""
"봉you","y","y","","","11:30","21:00","11:30","21:00","","","흑돼지 참숯수제돈까스, 전복흑돼지불짱뽕, 전복나가사끼짬뽕"
"철가방을든해녀","","","","","10:00","16:00","10:00","16:00","","",""
"토끼와거북이","","","","","08:00","22:00","08:00","22:00","","",""
"흑돼지촌","","","","","11:00","22:00","11:00","22:00","","",""
"월척수산","","","","","11:00","23:00","11:00","23:00","","",""
"물질식육식당","","","","","10:30","15:00","10:30","15:00","","",""
"이춘옥원조고등어쌈밥","","","","","09:30","20:30","09:30","20:30","","",""
"버터모닝","","","","","10:30","01:30","10:30","01:30","","",""
"제주명가두루치기","","y","","","10:00","22:00","10:00","22:00","","",""
"고향생각","","","","","11:00","20:00","11:00","20:00","","",""
"라마네 의식주","","","","","11:00","17:00","11:00","17:00","","",""
"소곱에","","","","","11:00","20:00","11:00","20:00","","",""
"카페세바","","","","","10:30","18:00","10:30","18:00","","",""
"마라도에서온자장면집","","","","","11:00","20:00","11:00","20:00","","",""
"이드레국수","","","","","09:30","21:00","09:30","21:00","","",""
"오동여식당","","","","","09:30","13:00","09:30","13:00","","",""
"풍림다방","n","","","","10:30","18:00","10:30","19:00","","",""
"숨어있는집","","","","","17:00","24:00","17:00","24:00","","",""
"제주칼국수 제주해물탕","","","","","07:30","22:00","07:30","22:00","","",""
"어전횟집","","","","","10:00","22:00","10:00","22:00","","",""
"명리동식당","","","","","11:30","21:00","11:30","21:00","","",""
"성신흑돼지","","","","","10:00","23:00","10:00","24:00","","",""
"더화원","","y","","","08:00","21:00","08:00","21:00","","",""
"월정리갈비밥","","","","","11:00","20:00","11:00","20:00","","",""
"보영반점","","","","","11:00","19:30","11:00","19:30","","",""
"르에스까르고","","","","","11:00","19:00","11:00","19:00","","",""
"카페 바다동굴","","","","","10:30","20:00","","","","",""
"마농","","","","","11:00","22:00","11:00","22:00","","",""
"책다방","","","","","11:00","19:00","11:00","19:00","","",""
"세가름","","","","","","","","","","",""
"아자리아","","","","","07:00","22:00","07:00","22:00","","",""
"고로케야","","","","","11:00","20:00","11:00","20:00","","",""
"이노우에스시","","","","","11:30","22:00","11:30","22:00","","",""
"메콩스카이","","","","","10:30","21:30","10:30","21:30","","",""
"웅담식당","","","","","12:00","00:00","12:00","00:00","","",""
"띠띠빵빵","","","","","07:00","19:00","07:00","19:00","","",""
"우도해녀식당","","y","","","08:30","17:30","08:30","17:30","","",""
"미송식탁","","","","","11:10","22:00","11:10","22:00","","",""
"다래향2호점","","","","","09:00","20:00","09:00","20:00","","",""
"레드브라운","","","","","10:30","21:00","10:30","21:00","","",""
"우정회센타","","","","","11:00","22:00","11:00","22:00","","",""
"서문수산","","","","","","","","","","",""
"마더카페","","","","","09:00","19:00","09:00","19:00","","",""
"애월바베","","","","","11:00","23:00","11:00","23:00","","",""
"종이시계 카페","","","","","11:00","23:00","11:00","23:00","","",""
"마레벤또","","","","","10:00","21:00","10:00","21:00","","",""
"문주란식당","","","","","10:00","20:00","10:00","20:00","","",""
"바람벽에흰당나귀","y","n","","","10:00","19:00","10:00","19:00","","","말차빙수, 수제바닐라빈라떼, 애플시나몬"
"미복빈대떡","","","","","18:00","06:00","18:00","06:00","","",""
"24시 전주명가콩나물국밥","","","","","00:00","24:00","00:00","24:00","","",""
"달사막","","","","","18:00","02:00","18:00","02:00","","",""
"카페물결","","","","","09:30","18:00","09:30","18:00","","",""
"베이커리 포그","y","n","","","07:00","21:30","07:00","21:30","","","크림바게트, 도지마롤"
"제주복돈","","","","","11:00","22:00","11:00","22:00","","",""
"로치아 커피로스터스","","","","","10:00","22:00","10:00","22:00","","",""
"맥파이브루어리(양조장)","","","","","","","12:00","20:00","","",""
"보노리미니","","","","","08:00","05:00","08:00","05:00","","",""
"라지마할 RAJMAHAL","","","","","11:30","23:30","11:30","23:30","","",""
"로스터리카페 담담","","","","","11:00","19:00","11:00","19:00","","",""
"조아찌","","","","","09:00","24:00","09:00","24:00","","",""
"갯마을","","","","","09:00","22:00","09:00","22:00","","",""
"야한식당","","","","","17:00","01:00","17:00","01:00","","",""
"제주중문수제맥주","","","","","17:00","02:00","17:00","02:00","","",""
"한경청방","","","","","12:00","19:00","12:00","19:00","","",""
"손맛촌","","","","","08:00","20:00","08:00","20:00","","",""
"몽키비치클럽 Monkey Beach","","","","","20:30","04:00","20:30","04:00","","",""
"봉주르마담","","","","","09:00","21:00","09:00","21:00","","",""
"소라횟집","","","","","11:00","22:00","11:00","22:00","","",""
"소년감성(카페샐리)","","","","","11:00","19:00","11:00","19:00","","",""
"해녀3대할망네","","","","","","","","","","",""
"꾸까카페","","","","","","","","","","",""
"망고봉봉","","","","","11:00","18:00","11:00","18:00","","",""
"느영나영감귤창고카페","","","","","10:00","21:00","10:00","21:00","","",""
"풍미독서","","","","","10:00","19:00","10:00","19:00","","",""
"모리노코에","","","","","09:00","21:30","09:00","21:30","","",""
"핀크스 비오토피아","","","","","12:00","22:00","12:00","22:00","","",""
"곽지박사장&김사장네","","","","","","","","","","",""
"1950하우스","","","","","10:00","20:00","10:00","20:00","","",""
"제주틈","","","","","16:00","22:30","16:00","22:30","","",""
"카페리(CAFERI)","n","","","","11:30","18:00","11:30","18:00","","",""
"오르다키친","","","","","11:00","21:00","11:00","21:00","","",""
"한담팥빵","y","y","","","08:00","21:00","08:00","21:00","","","한담팥빵, 생크림팥빵, 매콤불고기빵, 튀군소보루"
"배롱개","","","","","10:00","19:00","10:00","19:00","","",""
"하효살롱","","","","","11:00","18:00","11:00","18:00","","",""
"만선바다","","","","","11:30","22:00","11:30","22:00","","",""
"백번가든","","","","","11:00","22:30","11:00","22:30","","",""
"일탈흑돼지","","","","","13:30","24:00","13:30","24:00","","",""
"월리월리","","","","","","","","","","",""
"순덕이네해산물장터","","","","","09:30","18:00","09:30","18:00","","",""
"굄","","","","","","","","","","",""
"황원갈비","","","","","","","","","","",""
"샐러드앤미미","","","","","11:00","17:00","11:00","23:00","","",""
"유람위드북스","","","","","11:00","19:00","11:00","19:00","","",""
"거멍국수","","","","","08:30","19:30","08:30","19:30","","",""
"일출왕뚝배기","","","","","07:00","20:00","07:00","20:00","","",""
"미남미녀","","","","","12:00","18:00","12:00","18:00","","",""
"혜밀버거 레시피","","","","","10:00","19:00","","","","",""
"고내촌한정식","","","","","10:00","22:00","10:00","22:00","","",""
"소라네집","","","","","08:00","19:00","08:00","19:00","","",""
"협재국수가게(구 청산식당)","","","","","11:00","16:00","11:00","16:00","","",""
"도나토스","","","","","12:00","21:00","12:00","21:00","","",""
"우리두리식당","","","","","11:00","20:30","11:00","20:30","","",""
"아따블르","","","","","","","12:00","20:30","","",""
"카페백퍼","","","","","11:00","20:00","11:00","20:00","","",""
"만덕식당","","","","","08:00","21:00","08:00","21:00","","",""
"한라성","","","","","10:00","20:00","10:00","20:00","","",""
"하효소머리국밥","","","","","07:00","21:00","07:00","21:00","","",""
"어머니빵집","","","","","07:00","23:00","07:00","23:00","","",""
"아일랜드팩토리","","","","","10:00","23:00","10:00","23:00","","",""
"이조은식당","","","","","08:30","22:00","08:30","22:00","","",""
"고가네","","","","","09:00","18:00","09:00","18:00","","",""
"어스윗루트","","","","","12:00","19:00","","","","",""
"한마음돈가돈","","","","","17:00","23:00","17:00","23:00","","",""
"청도해물탕","","","","","08:00","22:00","08:00","22:00","","",""
"성산 고등어쌈밥 김치찜","","","","","08:00","21:00","08:00","21:00","","",""
"흑한우명품관","","","","","11:00","21:30","11:00","21:30","","",""
"월드컵흑돼지","","","","","10:00","22:00","10:00","22:00","","",""
"대기정","","","","","10:30","21:00","10:30","21:00","","",""
"삼원정","","","","","10:30","22:00","10:30","22:00","","",""
"백사장횟집(백사장회센터)","","","","","10:00","22:00","10:00","22:00","","",""
"에이스쌀국수","","","","","10:00","21:00","10:00","21:00","","",""
"홍삼흑돼지","","","","","11:00","22:00","11:00","22:00","","",""
"오솔길","","","","","07:30","22:00","07:30","22:00","","",""
"푸주옥도남점","","","","","0:00","24:00","0:00","24:00","","",""
"빅토리아","","","","","11:00","24:00","11:00","24:00","","",""
"곰마에그","","","","","06:00","15:00","06:00","15:00","","",""
"베이비카페 어놀","","","","","11:00","19:00","11:00","19:00","","",""
"모메존","","","","","10:30","21:00","10:30","21:00","","",""
"이가전복","","","","","08:00","22:00","08:00","22:00","","",""
"어림향","","","","","","","","","","",""
"그초록","y","y","","","10:00","19:00","10:00","19:00","","","아보카도커피, 아보카도샌드위치, 한라봉요플레, 제주방풍 티라미수"
"티티카카","","","","","10:30","17:00","10:30","17:00","","","에그인더헬, 시나몬 토스트, 프렌치토스트, 아보카도 토스트, 제주귤 마멀레이드"
"수카사","y","","","","10:30","15:00","10:30","15:00","","","베이컨 에그베네딕트, 아보카도 에그베네딕트,  해피준"
"??","","","","","11:30","20:30","11:30","20:30","","",""
"오복떡집","","","","","08:30","19:00","08:30","19:00","","",""
"산1950화덕피자","","","","","11:30","21:00","11:30","21:00","","",""
"덕승식당(신관)","","","","","09:00","21:00","09:00","21:00","","",""
"원당골","","","","","11:30","21:30","11:30","21:30","","",""
"요요무문","y","n","","","10:00","18:00","10:00","18:00","","",""
"사수만수횟집","","","","","11:30","23:30","11:30","23:30","","",""
"웃뜨르우리돼지","","","","","12:00","21:00","12:00","21:00","","",""
"하우스142","","","","","11:00","23:00","11:00","23:00","","",""
"컴플리트커피","","","","","10:00","22:00","10:00","22:00","","",""
"커피파인더","","","","","10:00","01:00","10:00","01:00","","",""
