"여행일정ID","언어코드","제목","조회수","공유수","여행시작일","여행종료일","인원","여행기간","태그","등록일시","수정일시","추천일정등록여부","공개여부","댓글수","댓글수_1","북마크수","사용여부","SNS공유수","인기점수"
"7156","kr","제주도 첫여행",1,0,19/01/14,19/01/18,3,5,"아이,전시와 행사,겨울",18/12/23,18/12/23,"n","n",0,0,0,"y",0,2
"7162","kr","할머니 팔순 기념 제주도 여행",1,0,19/01/02,19/01/04,10,3,"부모,휴식과 치유 여행,할머니팔순",18/12/24,18/12/24,"n","n",0,0,0,"y",0,2
"7163","kr","Good Bye 2018, Happy 2019",1,0,18/12/31,19/01/01,3,2,"친구,휴식과 치유 여행,일출,일몰",18/12/24,18/12/24,"n","n",0,0,0,"y",0,2
"7165","kr","상견례여행",0,0,19/01/06,19/01/09,6,4,"커플,휴식과 치유 여행,식도락여행,천천히,걷기",18/12/24,18/12/24,"n","n",0,0,0,"y",0,
"7166","kr","첫 가족여행",0,0,19/01/17,19/01/19,5,3,"부모,휴식과 치유 여행,가족여행",18/12/24,18/12/24,"n","n",0,0,0,"y",0,
"7167","kr","비우니투어",0,0,18/12/25,18/12/29,3,5,"휴식과 치유 여행,비움,아이,딸과함께",18/12/24,18/12/24,"n","n",0,0,0,"y",0,
"7168","kr","비우니투어",1,0,18/12/25,18/12/29,3,5,"아이,휴식과 치유 여행,딸과함께",18/12/24,18/12/24,"n","n",0,0,0,"y",0,2
"7171","kr","직접 보고 느끼는 제주 역사 여행",1,0,19/02/15,19/02/17,4,3,"아이,제주의 문화유산,역사여행,문화탐방,교육여행",18/12/25,18/12/25,"n","y",0,0,0,"y",0,2
"6784","kr","택이랑 제주도",3,0,18/12/01,18/12/03,2,3,"커플,식도락 여행,두근두근",18/11/25,18/11/26,"n","n",0,0,0,"y",0,6
"6835","kr","ㅇㄹㄹㅇ",0,0,18/12/07,18/12/09,2,3,"커플,식도락 여행,처음",18/11/29,18/11/29,"n","n",0,0,0,"y",0,
"6837","kr","12월2일",1,0,18/12/02,18/12/04,4,3,"아이,휴식과 치유 여행,여자아이,가족",18/11/29,18/11/29,"n","n",0,0,0,"y",0,2
"6840","kr","제주2018",1,0,18/12/08,18/12/11,2,4,"친구,휴식과 치유 여행,겨울",18/11/30,18/12/12,"n","n",0,0,0,"y",0,2
"6845","kr","3박4일",1,0,19/02/18,19/02/20,1,3,"부모,휴식과 치유 여행,겨울",18/11/30,18/12/01,"n","n",0,0,0,"y",0,2
"6856","en","Exploring eastside villages",1,0,19/03/14,19/03/17,3,4,"Friends,Exhibition/Event,Gallery/Museum,On Foot",18/12/01,18/12/01,"n","y",0,0,0,"y",0,2
"6857","kr","엄마랑 함께하는 동쪽마을 여행",0,0,18/12/14,18/12/15,2,2,"부모,휴식과 치유 여행,제주동부여행,구좌읍여행,마을여행",18/12/01,18/12/01,"n","y",0,0,0,"y",0,
"6877","kr","19년 가족여행 인 제주도",1,0,19/02/23,19/02/28,4,6,"전시와 행사,아이,가족",18/12/03,18/12/07,"n","y",0,0,0,"n",0,2
"6881","kr","2018",1,0,18/12/05,18/12/08,7,4,"부모,휴식과 치유 여행,가족",18/12/03,18/12/03,"n","n",0,0,0,"y",0,2
"6884","kr","1",1,0,18/12/08,18/12/11,1,4,"휴식,활동/레저,아이",18/12/03,18/12/04,"n","n",0,0,0,"y",0,2
"6886","kr","제주여행",1,0,18/12/09,18/12/11,2,3,"커플,식도락 여행,걷기",18/12/03,18/12/03,"n","n",0,0,0,"y",0,2
"6892","kr","2",0,0,18/12/10,18/12/13,1,4,"혼자,휴식과 치유 여행,쇼핑",18/12/04,18/12/04,"n","n",0,0,0,"y",0,
"6901","kr","자전거로 파괴한다",1,0,18/12/10,18/12/13,4,4,"친구,활동/레저,중2",18/12/04,18/12/04,"n","n",0,0,0,"n",0,2
"6902","kr","여행",1,0,18/12/14,18/12/17,2,4,"커플,식도락 여행,힐링",18/12/04,18/12/04,"n","n",0,0,0,"y",0,2
"6907","kr","2박3일 겨울여행",0,0,18/12/31,19/01/02,2,3,"부모,휴식과 치유 여행,겨울여행",18/12/05,18/12/05,"n","n",0,0,0,"y",0,
"6923","kr","신랑이랑2박3일",1,0,18/12/09,18/12/11,2,3,"커플,휴식과 치유 여행,신혼,일출",18/12/06,18/12/08,"n","n",0,0,0,"n",0,2
"6926","kr","혼자 뽈뽈뽈",1,0,18/12/13,18/12/16,1,4,"혼자,휴식과 치유 여행,혼자여행,걷기",18/12/06,18/12/06,"n","n",0,0,0,"y",0,2
"6952","kr","가족",1,0,18/12/23,18/12/25,4,3,"휴식과 치유 여행,부모,가족",18/12/10,18/12/10,"n","n",0,0,0,"n",0,2
"6954","kr","가족",1,0,18/12/23,18/12/25,4,3,"휴식과 치유 여행,부모,가족",18/12/10,18/12/10,"n","n",0,0,0,"y",0,2
"7003","kr","예지다연 제주여행",1,0,18/12/16,18/12/18,2,3,"친구,휴식과 치유 여행,뚜벅이여행,2박3일",18/12/15,18/12/15,"n","n",0,0,0,"y",0,2
"7015","kr","우리들의 2박 3일 여행",0,0,19/01/09,19/01/11,9,3,"식도락 여행,아이,아이,친구,겨울",18/12/16,18/12/16,"n","n",0,0,0,"y",0,
"7025","kr","나와 우리의 여행",2,0,18/12/20,18/12/25,2,6,"커플,휴식과 치유 여행,나",18/12/16,18/12/19,"n","n",0,2,0,"y",0,10
"7041","kr","기족여행",2,0,18/12/20,18/12/23,3,4,"아이,휴식과 치유 여행,휴식,아이,힐리",18/12/17,18/12/17,"n","n",0,0,0,"y",0,4
"7081","kr","외가집 식구와 3박 4일 여행",1,0,18/12/24,18/12/27,8,4,"부모,제주의 문화유산,자유",18/12/19,18/12/19,"n","n",0,0,0,"y",0,2
"7082","kr","18년 제주여행",0,0,18/12/20,18/12/24,3,5,"친구,식도락 여행,부부",18/12/19,18/12/19,"n","n",0,0,0,"y",0,
"7085","kr","제주도워크숍",6,0,19/01/30,19/02/01,10,3,"부모,휴식과 치유 여행,관광",18/12/20,21/12/29,"n","n",0,0,0,"n",0,12
"7089","kr","여름 셀프 웨딩 촬영 명소",1684,8,19/07/05,19/07/08,2,4,"커플,휴식과 치유 여행,셀프웨딩",18/12/20,22/03/21,"y","y",0,0,6,"y",0,3368
"7114","kr","나를 위한 선물같은 여행",2061,14,19/12/21,19/12/22,1,2,"혼자,쇼핑,공방투어,만들기,체험",18/12/20,22/03/21,"y","y",0,0,12,"y",0,4122
"7115","kr","제주 설화와 역사가 담긴 향토여행",4159,27,19/03/24,19/03/28,4,5,"부모,제주의 문화유산,설화여행지,효도여행,역사투어",18/12/20,22/03/21,"y","y",0,0,10,"y",0,8318
"7116","kr","20살 마지막 제주여행",1,0,18/12/29,19/01/01,2,4,"친구,휴식과 치유 여행,힐링여행",18/12/20,18/12/20,"n","y",0,0,0,"y",0,2
"7117","kr","초등학생 어린이 맞춤 여행",22385,885,19/03/21,19/03/25,4,5,"아이,활동/레저,아이맞춤여행,제주봄여행,제주도가족여행",18/12/20,20/10/30,"n","y",0,0,101,"y",0,44770
"7118","kr","직접 뛰는 액티비티 여행",9687,134,19/05/09,19/05/12,6,4,"친구,활동/레저,액티비티,익스트림,우정여행",18/12/20,21/09/10,"n","y",0,0,24,"y",0,19374
"7120","kr","트렌디한 제주의 감성 소품점 투어리스트",19151,133,19/02/11,19/02/15,1,5,"혼자,쇼핑,제주감성,쇼핑,트렌디",18/12/20,22/03/22,"y","y",0,1,59,"y",0,38305
"7122","kr","2박 3일 힐링 가족여행~",0,0,19/01/04,19/01/06,4,3,"부모,휴식과 치유 여행,가족여행",18/12/20,18/12/20,"n","n",0,0,0,"y",0,
"7131","kr","우가 제주일주",0,0,18/12/28,19/01/03,4,7,"아이,휴식과 치유 여행,가족,힐링,친구",18/12/20,18/12/20,"n","n",0,0,0,"y",0,
"7144","kr","짱구짱아와 10박11일 제주",1,0,19/01/22,19/01/31,4,10,"부모,휴식과 치유 여행,숲,오름,자연",18/12/22,18/12/22,"n","y",0,0,0,"n",0,2
"7145","kr","9박 10일 여행",1,0,19/01/22,19/01/31,2,10,"친구,휴식과 치유 여행,가족여행,힐링여행",18/12/22,18/12/22,"n","n",0,0,0,"y",0,2
"6780","kr","룰룰루",1,0,19/01/28,19/01/31,2,4,"친구,휴식과 치유 여행,제주도",18/11/25,18/11/25,"n","n",0,0,0,"y",0,2
"6786","kr","소미와 단둘",2,0,18/12/03,18/12/06,2,4,"아이,휴식과 치유 여행,제주도",18/11/26,18/11/26,"n","n",0,0,0,"y",0,4
"6794","kr","친구랑 3박4일 제주여행",1,0,18/12/06,18/12/09,5,4,"친구,식도락 여행,도보여행,휠링여행",18/11/26,18/11/26,"n","n",0,0,0,"y",0,2
"6818","kr","한 템포 쉬어가는 여행",0,0,18/12/24,18/12/27,2,4,"부모,휴식과 치유 여행,숲,수목원",18/11/27,18/11/27,"n","y",0,0,0,"y",0,
"6827","en","3 Day Jeju Trip",2,0,19/02/11,19/02/13,2,3,"Couples,Vacation,3days",18/11/28,18/12/04,"n","n",0,0,0,"y",0,4
"6841","kr","2박3일",0,0,18/12/11,18/12/13,3,3,"친구,휴식과 치유 여행,여행,친구,휴양",18/11/30,18/11/30,"n","n",0,0,0,"y",0,
"6846","kr","엄마랑 함께하는 동쪽마을 여행",0,0,18/12/01,18/12/02,2,2,"부모,휴식과 치유 여행,제주동부여행,구좌읍여행,마을여행",18/11/30,18/11/30,"n","n",0,0,0,"y",0,
"6848","kr","제주 동쪽 구석구석 마을여행",1,0,18/12/01,18/12/04,3,4,"친구,제주의 문화유산,마을,오름",18/11/30,18/11/30,"n","n",0,0,0,"y",0,2
"6878","kr","아들과 함께 하는 제주",0,0,18/12/14,18/12/16,2,3,"아이,활동/레저,식도락,활동",18/12/03,18/12/03,"n","n",0,0,0,"y",0,
"6879","kr","제주 서부 여행일정",0,0,18/12/26,18/12/28,1,3,"휴식과 치유 여행,커플,행복",18/12/03,18/12/03,"n","n",0,0,0,"n",0,
"6894","kr","2박3일",1,0,18/12/11,18/12/13,2,3,"친구,휴식과 치유 여행,ㅇㅅㅇ",18/12/04,18/12/04,"n","n",0,0,0,"y",0,2
"6897","kr","혼자떠나는여행",0,0,18/12/26,19/01/04,1,10,"혼자,천천히 걷기,혼자떠나는여행",18/12/04,18/12/04,"n","n",0,0,0,"y",0,
"6909","kr","2박 3일",0,0,18/12/21,18/12/23,4,3,"부모,식도락 여행,2박,3일",18/12/05,18/12/05,"n","n",0,0,0,"y",0,
"6914","en","JEJU TRIP",0,0,18/12/18,18/12/21,5,4,"Parents,Vacation,Family,Teens",18/12/05,18/12/05,"n","n",0,0,0,"y",0,
"6915","en","JEJU TRIP",0,0,18/12/18,18/12/21,5,4,"Parents,Vacation,Family,Teens",18/12/05,18/12/05,"n","n",0,0,0,"y",0,
"6934","kr","123123",2,0,18/12/07,18/12/18,1,12,"휴식과 치유 여행,1,2,부모",18/12/07,18/12/10,"n","n",0,0,0,"y",0,4
"6937","kr","추억여행",0,0,18/12/11,18/12/13,3,3,"식도락 여행,아이,식도락,관광,행복",18/12/08,18/12/08,"n","n",0,0,0,"y",0,
"6947","kr","지란지교의 제주 2박3일",0,0,18/12/14,18/12/16,5,3,"친구,휴식과 치유 여행,식도락",18/12/09,18/12/09,"n","n",0,0,0,"y",0,
"6948","kr","지란지교의 제주 2박3일",0,0,18/12/14,18/12/16,5,3,"친구,휴식과 치유 여행,식도락",18/12/09,18/12/09,"n","n",0,0,0,"y",0,
"6950","kr","은자매네",0,0,18/12/20,18/12/22,4,3,"아이,제주의 문화유산,체험",18/12/09,18/12/09,"n","n",0,0,0,"y",0,
"6951","kr","3박4일 ",0,0,18/12/25,18/12/28,2,4,"커플,식도락 여행,관광지,걷기",18/12/09,18/12/09,"n","n",0,0,0,"y",0,
"6973","kr","제주 여행 ( 1월 7일 ~ )",1,0,19/01/07,19/01/11,2,5,"커플,휴식과 치유 여행,식도락",18/12/11,18/12/11,"n","n",0,0,0,"y",0,2
"6975","kr","1박2일 새롭게 시작",0,0,18/12/13,18/12/14,2,2,"커플,활동/레저,영실코스",18/12/12,18/12/12,"n","n",0,0,0,"y",0,
"6976","kr","새로운 여행",1,0,18/12/13,18/12/14,2,2,"커플,휴식과 치유 여행,영실산행",18/12/12,18/12/12,"n","n",0,0,0,"y",0,2
"6982","kr","쪼이꾸꾸",3,0,18/12/31,19/01/02,2,3,"커플,휴식과 치유 여행,천천히,걷기,식도락여행",18/12/12,18/12/30,"n","n",0,0,0,"y",0,6
"7040","kr","버킷리스트",0,0,19/01/04,19/01/06,4,3,"쇼핑,플리마켓,친구",18/12/17,18/12/17,"n","y",0,0,0,"y",0,
"7053","kr","혼여",5,0,18/12/19,18/12/21,1,3,"혼자,휴식과 치유 여행,2박3일",18/12/17,18/12/17,"n","n",0,0,0,"y",0,10
"7084","kr","크리스마스 가족 여행",2,0,18/12/23,18/12/25,5,3,"아이,활동/레저,사진",18/12/19,19/09/05,"n","n",0,0,0,"y",0,4
"7112","kr","커피와 함께하는 전시 투어",912,6,19/05/22,19/05/25,2,4,"전시와 행사,커플,커피,갤러리,카페",18/12/20,22/03/20,"y","y",0,0,8,"y",0,1824
"7150","cn","2019跨年州行",1,0,18/12/29,19/01/01,2,4,"休/,美食,情",18/12/23,18/12/23,"n","n",0,0,0,"n",0,2
"7158","kr","2박3일 휴식여행",0,0,18/12/31,19/01/02,1,3,"혼자,휴식과 치유 여행,서남부,동북부",18/12/23,18/12/23,"n","n",0,0,0,"n",0,
"7159","kr","우리들의 3박4일 제주 여행",2,0,18/12/31,19/01/03,5,4,"부모,휴식과 치유 여행,자연과,자연과 함께",18/12/23,18/12/23,"n","n",0,0,0,"y",0,4
"7160","kr","2박3일 휴식여행",1,0,18/12/31,19/01/02,1,3,"혼자,식도락 여행,힐링,동부서부",18/12/23,18/12/23,"n","n",0,0,0,"n",0,2
"7161","kr","겨울제주 얼음땡",1,0,18/12/26,18/12/29,4,4,"아이,휴식과 치유 여행,가족여행중문",18/12/24,18/12/24,"n","n",0,0,0,"y",0,2
"7169","kr","아이들과 제주 1주 여행",1,0,19/01/23,19/01/30,4,8,"아이,휴식과 치유 여행,가족여행,1주일7일",18/12/25,18/12/25,"n","n",0,0,0,"y",0,2
"7170","kr","친구와 3박 4일",4,0,19/01/27,19/01/30,2,4,"친구,식도락 여행,말출여행",18/12/25,19/01/17,"n","y",0,0,0,"y",0,8
"7172","kr","트렌디한 제주의 감성 소품점 투어리스트",0,0,18/12/26,18/12/30,1,5,"혼자,쇼핑,제주감성,쇼핑,트렌디",18/12/25,18/12/25,"n","y",0,0,0,"y",0,
"7173","kr","화이팅",1,0,18/12/26,18/12/29,4,4,"아이,휴식과 치유 여행,휴식,먹방,카페",18/12/25,18/12/25,"n","n",0,0,0,"y",0,2
"6772","kr","몌몌",1,0,18/12/12,18/12/15,2,4,"커플,휴식과 치유 여행,식도락",18/11/24,18/11/24,"n","n",0,0,0,"y",0,2
"6773","kr","9살 4살 아들과 함께하는 3박 4일 가족여행.",1,0,18/12/08,18/12/11,4,4,"아이,활동/레저,비수기",18/11/24,18/11/24,"n","y",0,0,0,"n",0,2
"6797","kr","가족여행",1,0,18/11/30,18/12/03,5,4,"부모,휴식과 치유 여행,하하",18/11/26,18/11/26,"n","n",0,0,0,"y",0,2
"6798","kr","또라이와 미친놈의 여행",1,0,18/11/27,18/11/30,2,4,"휴식과 치유 여행,친구,힐링구닌미친",18/11/26,18/11/26,"n","y",0,0,0,"y",0,2
"6799","kr","하",1,0,18/11/30,18/12/04,5,5,"부모,휴식과 치유 여행,ㄹㄹㄹ",18/11/26,18/11/26,"n","n",0,0,0,"y",0,2
"6800","kr","제주 2박 3일.",1,0,18/12/01,18/12/03,1,3,"혼자,식도락 여행,자연경관",18/11/26,18/12/02,"n","n",0,1,0,"n",0,2
"6801","kr","2박3일 여행기",1,0,18/11/27,18/11/29,5,3,"부모,휴식과 치유 여행,#사려니숲길,#피톤치드,#인생샷",18/11/26,18/11/26,"n","y",0,0,0,"y",0,2
"6802","kr","겨울제주도-전농가족",0,0,18/12/06,18/12/09,5,4,"부모,휴식과 치유 여행,전농,겨울,제주",18/11/26,18/11/26,"n","n",0,0,0,"y",0,
"6803","en","3D2N trip in Nov",0,0,18/11/27,18/11/29,6,3,"Children,Vacation,Family",18/11/26,18/11/26,"n","n",0,0,0,"y",0,
"6806","kr","가족여행",0,0,18/11/29,18/12/01,5,3,"아이,휴식과 치유 여행,음식",18/11/27,18/11/27,"n","n",0,0,0,"y",0,
"6809","kr","우리들의 2박 3일 첫 제주여행",6,0,19/01/12,19/01/14,3,3,"친구,식도락 여행,힐링여행",18/11/27,18/12/06,"n","n",0,0,0,"y",0,12
"6811","kr","여행",1,0,19/01/17,19/01/22,1,6,"혼자,휴식과 치유 여행,거",18/11/27,18/11/27,"n","n",0,0,0,"y",0,2
"6812","kr","한 템포 쉬어가는 여행",0,0,18/11/27,18/11/30,2,4,"부모,휴식과 치유 여행,숲,수목원",18/11/27,18/11/27,"n","y",0,0,0,"y",0,
"6820","kr","가족캠핑 2박3일",1,0,18/11/28,18/11/30,4,3,"아이,활동/레저,캠핑",18/11/27,18/11/27,"n","y",0,0,0,"y",0,2
"6833","kr","333",0,0,18/12/07,18/12/09,2,3,"커플,식도락 여행,처음여행,두근두근",18/11/29,18/11/29,"n","n",0,0,0,"y",0,
"6834","kr","제주도여행",1,0,18/12/07,18/12/09,2,3,"커플,휴식과 치유 여행,존맛탱,맛집",18/11/29,18/11/29,"n","n",0,0,0,"y",0,2
"6836","kr","용일한나1박2일제주여행",1,0,18/11/30,18/12/01,2,2,"커플,휴식과 치유 여행,커플,힐링,여유",18/11/29,18/11/29,"n","n",0,0,0,"y",0,2
"6838","kr","18년 제주여행 추진계획(안)",2,0,18/12/06,18/12/09,3,4,"식도락 여행,친구,1",18/11/29,18/11/29,"n","y",0,0,0,"y",0,4
"6839","kr","제주2박3일 가족여행 ",0,0,18/12/16,18/12/18,3,3,"부모,휴식과 치유 여행,전시행사.관광",18/11/29,18/11/29,"n","n",0,0,0,"y",0,
"6844","kr","3박 4일",1,0,19/02/18,19/02/20,2,3,"부모,휴식과 치유 여행,겨울",18/11/30,18/11/30,"n","n",0,0,0,"y",0,2
"6847","kr","한 템포 쉬어가는 여행",0,0,18/12/01,18/12/04,2,4,"부모,휴식과 치유 여행,숲,수목원",18/11/30,18/11/30,"n","n",0,0,0,"y",0,
"6850","kr","제주에서 버킷리스트 이루기",1,0,18/12/28,19/01/01,2,5,"레저와 체험,커플,액티비티,걷기/등반,드라이브",18/11/30,18/11/30,"n","n",0,0,0,"y",0,2
"6864","en","4D3N",0,0,18/12/20,18/12/22,2,3,"Solo Travel,Vacation,mum",18/12/02,18/12/02,"n","y",0,0,0,"y",0,
"6867","kr","2018제주가족여행",4,0,18/12/05,18/12/08,8,4,"부모,식도락 여행,가족",18/12/02,18/12/03,"n","n",0,0,0,"n",0,8
"6871","kr","2019 춘계답사",1,0,19/03/20,19/03/22,10,3,"제주의 문화유산,친구,답사",18/12/02,18/12/02,"n","n",0,0,0,"y",0,2
"6872","kr","제주도",1,0,18/12/24,18/12/27,2,4,"커플,쇼핑,휴식과,휴식과 힐링",18/12/02,18/12/02,"n","y",0,0,0,"y",0,2
"6873","kr","제주도여행",0,0,18/12/24,18/12/27,2,4,"커플,휴식과 치유 여행,힐링,데이트",18/12/02,18/12/02,"n","n",0,0,0,"y",0,
"6874","kr","토끼굴모녀의 가족여행",1,0,18/12/05,18/12/06,3,2,"부모,휴식과 치유 여행,1박2일",18/12/02,18/12/02,"n","n",0,0,0,"y",0,2
"6875","kr","제주여행",1,0,18/12/16,18/12/18,2,3,"친구,휴식과 치유 여행,식도락,힐링",18/12/02,18/12/02,"n","n",0,0,0,"y",0,2
"6876","kr","2박3일",1,0,18/12/22,18/12/24,2,3,"커플,휴식과 치유 여행,휴식",18/12/03,18/12/03,"n","n",0,0,0,"y",0,2
"6887","kr","혼자 4박5일",1,0,18/12/26,18/12/30,1,5,"혼자,휴식과 치유 여행,힐링",18/12/04,18/12/04,"n","n",0,0,0,"y",0,2
"6895","kr","제주",3,0,18/12/15,18/12/17,4,3,"친구,휴식과 치유 여행,힐링",18/12/04,18/12/04,"n","n",0,0,0,"y",0,6
"6922","kr","3박 4일 제주도",2,0,19/01/28,19/01/31,2,4,"커플,휴식과 치유 여행,데이트,사진",18/12/06,18/12/06,"n","n",0,0,0,"y",0,4
"6924","kr","쭌이랑 제주여행",1,0,18/12/23,18/12/25,2,3,"커플,식도락 여행,제주여행",18/12/06,18/12/06,"n","n",0,0,0,"y",0,2
"6929","kr","2박 3일 제주여행",1,0,18/12/26,18/12/28,2,3,"커플,휴식과 치유 여행,행복",18/12/06,18/12/06,"n","n",0,0,0,"n",0,2
"6938","kr","2박3일 제주",2,0,18/12/25,18/12/27,4,3,"친구,휴식과 치유 여행,먹방",18/12/08,18/12/08,"n","n",0,0,0,"y",0,4
"6955","kr","가족ㄱ",1,0,18/12/30,19/01/01,4,3,"부모,휴식과 치유 여행,가족",18/12/10,18/12/10,"n","n",0,0,0,"y",0,2
"6959","kr","ㅎ",3,0,18/12/18,18/12/21,1,4,"혼자,휴식과 치유 여행,ㅎ,1",18/12/10,19/11/24,"n","n",0,0,0,"y",0,6
"6795","kr","4박5일제주",0,0,18/12/06,18/12/09,5,4,"친구,천천히 걷기,식도락,휠링",18/11/26,18/11/26,"n","n",0,0,0,"y",0,
"6796","kr","큰동서 가족과 3박4일",1,0,18/12/31,19/01/03,4,4,"휴식과 치유 여행,친구,휴식과치유여행,제주문화유산,및",18/11/26,18/12/30,"n","y",0,0,0,"y",0,2
"6824","kr","롯데2박3일",1,0,18/12/01,18/12/03,4,3,"아이,휴식과 치유 여행,먹자",18/11/28,18/11/28,"n","n",0,0,0,"y",0,2
"6825","kr","제주여행",1,0,18/12/29,19/01/02,4,5,"천천히 걷기,친구,오름올레한라산",18/11/28,18/11/28,"n","n",0,0,0,"y",0,2
"6854","kr","3박 4일",3,0,19/01/13,19/01/16,4,4,"부모,휴식과 치유 여행,겨울",18/12/01,18/12/02,"n","n",0,0,0,"y",0,6
"6859","kr","2박3일 제주여행",2,0,18/12/26,18/12/28,2,3,"휴식과 치유 여행,커플,행복",18/12/01,18/12/01,"n","n",0,0,0,"n",0,4
"6861","kr","겨울여행",1,0,18/12/23,18/12/25,2,3,"친구,휴식과 치유 여행,크리스마스",18/12/01,18/12/01,"n","n",0,0,0,"y",0,2
"6862","kr","혼자",0,0,18/12/19,18/12/21,1,3,"혼자,식도락 여행,볼거리",18/12/01,18/12/01,"n","n",0,0,0,"y",0,
"6920","kr","우리들의 4박 5일 제주여행",1,0,18/12/20,18/12/24,3,5,"친구,식도락 여행,부부",18/12/05,18/12/05,"n","n",0,0,0,"y",0,2
"6974","en","Jeju Naholo",1,0,18/12/27,18/12/29,1,3,"Solo Travel,Vacation,winter",18/12/11,18/12/11,"n","n",0,0,0,"y",0,2
"6977","kr","34주년 여행",2,0,18/12/20,18/12/22,2,3,"커플,휴식과 치유 여행,34주년",18/12/12,18/12/19,"n","n",0,0,0,"y",0,4
"6978","en","5days4night Jeju Trip",1,0,19/02/26,19/03/02,2,5,"Couples,Vacation,eat,play,buy",18/12/12,18/12/12,"n","n",0,0,0,"y",0,2
"6985","kr","제주도 겨울 가족여행",0,0,19/01/07,19/01/10,5,4,"아이,휴식과 치유 여행,식도락",18/12/13,18/12/13,"n","n",0,0,0,"y",0,
"6992","kr","가족여행",1,0,18/12/15,18/12/16,4,2,"부모,휴식과 치유 여행,맛집투어",18/12/14,18/12/14,"n","n",0,0,0,"n",0,2
"6998","kr","12월제주여행",0,0,18/12/21,19/01/02,2,13,"커플,휴식과 치유 여행,낚시,공연",18/12/14,18/12/14,"n","n",0,0,0,"y",0,
"7001","kr","딸과 힐링",0,0,18/12/17,18/12/21,2,5,"커플,휴식과 치유 여행,제주문화유산",18/12/15,18/12/15,"n","n",0,0,0,"y",0,
"7002","kr","2박3일 첫 제주도 가족여행",2,0,19/01/07,19/01/09,4,3,"부모,휴식과 치유 여행,제주의문화유산",18/12/15,18/12/17,"n","n",0,0,0,"y",0,4
"7005","kr","2박3일",3,0,18/12/23,18/12/25,4,3,"아이,휴식과 치유 여행,가족,행복",18/12/15,19/05/09,"n","n",0,0,0,"n",0,6
"7012","kr","도민이 추천하는 꽉찬 동부여행",3,0,18/12/15,18/12/16,2,2,"체험형,커플,휴식과 치유 여행,#제주여행#여행일저추천#삼양검은모래#추천일정#더포그레이스",18/12/16,18/12/17,"n","y",0,0,0,"y",0,6
"7018","kr","7박8일",0,0,18/12/17,18/12/24,2,8,"친구,식도락 여행,쇼핑",18/12/16,18/12/16,"n","n",0,0,0,"y",0,
"7023","kr","3박4일 제주가족여행",0,0,18/12/23,18/12/26,5,4,"아이,휴식과 치유 여행,가족,한마음",18/12/16,18/12/16,"n","n",0,0,0,"y",0,
"7026","kr","한라산",0,0,18/12/22,18/12/24,1,3,"활동/레저,혼자,한라산",18/12/16,18/12/16,"n","n",0,0,0,"y",0,
"7029","kr","종강이란 사실",1,0,19/01/14,19/01/16,4,3,"친구,휴식과 치유 여행,종강",18/12/16,18/12/16,"n","n",0,0,0,"y",0,2
"7042","kr","2018년 가족여행",3,0,18/12/29,19/01/02,3,5,"아이,천천히 걷기,함께하기",18/12/17,18/12/28,"n","n",0,0,0,"y",0,6
"7043","kr","가족여행",1,0,19/02/22,19/02/24,10,3,"부모,쇼핑,활동/레저",18/12/17,18/12/18,"n","n",0,0,0,"y",0,2
"7049","kr","가족여행",0,0,18/12/19,18/12/21,5,3,"부모,식도락 여행,가족여행",18/12/17,18/12/17,"n","y",0,0,0,"y",0,
"7054","kr","5박6일 뚜벅이 여행",0,0,18/12/20,18/12/25,2,6,"부모,휴식과 치유 여행,구좌읍",18/12/17,18/12/17,"n","n",0,0,0,"y",0,
"7055","kr","친구와 떠나요",0,0,18/12/19,18/12/23,4,5,"친구,휴식과 치유 여행,벌써피곤",18/12/17,18/12/17,"n","n",0,0,0,"y",0,
"7056","kr","부모님과 함께 걷는 제주",0,0,18/12/19,18/12/22,4,4,"천천히 걷기,부모,올레,문화유적지,경관/포토스팟",18/12/17,18/12/17,"n","y",0,0,0,"y",0,
"7063","kr","모모아부지와 3박4일 제주여행",5,0,19/01/09,19/01/12,2,4,"커플,활동/레저,맛집",18/12/18,19/01/24,"n","n",0,0,0,"y",0,10
"7064","kr","제주 한 숟갈에 행복을 얹다",1,0,19/05/11,19/05/13,1,3,"혼자,식도락 여행,힐링",18/12/18,18/12/18,"n","n",0,0,0,"y",0,2
"7065","kr","가족여행",0,0,18/12/30,19/01/01,5,3,"아이,천천히 걷기,휴식전시",18/12/18,18/12/18,"n","n",0,0,0,"y",0,
"7067","kr","가족여행 ",1,0,18/12/23,18/12/25,5,3,"아이,휴식과 치유 여행,가족",18/12/19,18/12/19,"n","n",0,0,0,"y",0,2
"7068","kr","나홀로여행",0,0,19/03/04,19/03/06,1,3,"혼자,휴식과 치유 여행,친구,커플,맛집",18/12/19,18/12/19,"n","n",0,0,0,"y",0,
"7069","kr","그래 그래 ",2,0,18/12/20,18/12/22,3,3,"친구,휴식과 치유 여행,미술관",18/12/19,18/12/20,"n","n",0,0,0,"y",0,4
"7071","en","Trip to Jeju 4 days, 3 nights",0,0,19/03/23,19/03/26,2,4,"Couples,Activity/Leisure,#spring,#riding,#couple",18/12/19,18/12/19,"n","n",0,0,0,"y",0,
"7073","kr","가족여행",2,0,18/12/22,18/12/25,4,4,"부모,식도락 여행,전시",18/12/19,18/12/19,"n","n",0,0,0,"n",0,4
