콘텐츠명,평일오픈시간,평일클로즈시간,주말오픈시간,주말클로즈시간,휴식시작시간,휴식종료시간,난이도,장애인주차구역,장애인엘레베이터,장애인화장실,장애인화장실유효공간,장애인관람석및열람석,영유아돌봄시설,안내소접근가능여부,기타시설
별도연대,,,,,,,,,,,,,,,
금룡사 템플스테이,,,,,,,,,,,,,,,
서귀포 다이브센터,,,,,,,,,,,,,,,
탐라신화공원,9:00,18:00,,,,,,,,,,,,,
조이다이브,,,,,,,,,,,,,,,
평대리불턱,,,,,,,,,,,,,,,
족은노꼬메오름,,,,,,,,,,,,,,,
제주곶자왈도립공원,7:00,16:00,7:00,16:00,,,1,y,y,y,y,,n,y,휠체어
하논마르,,,,,,,,,,,,,,,
제주글램핑 (무한자미향),15:00,11:00,,,,,,,,,,,,,
낙타트래킹,9:00,17:30,,,,,,,,,,,,,
돔베낭길,,,,,,,,,,,,,,,
송악카트체험장,9:00,18:30,9:00,18:30,,,,,,,,,,,
하늘여행 행글라이더체험장,9:00,18:00,9:00,18:00,,,,,,,,,,,
해적잠수함,7:20,18:40,7:20,18:40,,,,,,,,,,,
영모원,,,,,,,,,,,,,,,
2.34234E+16,0:00,0:00,0:00,0:00,,,,,,,,,,,
7.77778E+19,0:00,0:00,0:00,0:00,,,,,,,,,,,
3.53456E+23,0:00,0:00,0:00,0:00,,,,,,,,,,,
2.34324E+11,0:00,0:00,0:00,0:00,,,,,,,,,,,
2.34324E+11,0:00,0:00,0:00,0:00,,,,,,,,,,,
2.34324E+11,0:00,0:00,0:00,0:00,,,,,,,,,,,
돝오름(돗오름),,,,,,,,,,,,,,,
오름열기구투어,5:00,7:00,5:00,7:00,,,,,,,,,,,
예초리,,,,,,,,,,,,,,,
쇠와꽃 승마장,9:00,18:30,,,,,,,,,,,,,
청수곶자왈,,,,,,,,,,,,,,,
구엄포구,,,,,,,,,,,,,,,
선흘1리,,,,,,,,,,,,,,,
굴동포구,,,,,,,,,,,,,,,
"걸서악(서걸세,걸세오름)",,,,,,,,,,,,,,,
비자림로(드라이브코스),,,,,,,,,,,,,,,
동일리포구,,,,,,,,,,,,,,,
오라동 청보리-메밀꽃밭,9:00,18:00,,,,,,,,,,,,,
큰넓궤,,,,,,,,,,,,,,,
제주항 국제크루즈터미널,9:00,18:00,9:00,18:00,,,,,,,,,,,
제주해양동물박물관,9:00,18:00,9:00,18:00,,,,,,,,,,,
박성내,,,,,,,,,,,,,,,
김녕해안도로,,,,,,,,,,,,,,,
송당승마장,9:00,17:00,9:00,17:00,,,,,,,,,,,
관광지명,2:00,3:00,6:30,6:00,,,1,,,,,,,,
제주중앙성당,,,,,,,,,,,,,,,
삼양해안도로,,,,,,,,,,,,,,,
진아영 할머니 집터,,,,,,,,,,,,,,,
하예포구(예래포구),,,,,,,,,,,,,,,
월라봉,,,,,,,,,,,,,,,
곤흘동(곤을동) 마을터,,,,,,,,,,,,,,,
아이스뮤지엄,9:00,20:00,9:00,20:00,,,,,,,,,,,
북촌국민학교,,,,,,,,,,,,,,,
제주키위 비자림농원,,,,,,,,,,,,,,,
신창리포구,,,,,,,,,,,,,,,
영실기암,,,,,,,,,,,,,,,
동거문이오름,,,,,,,,,,,,,,,
송당리,,,,,,,,,,,,,,,
2342342,0:00,0:00,0:00,0:00,,,,,,,,,,,
234234,0:00,0:00,0:00,0:00,,,,,,,,,,,
산방산 용머리해안 지질트레일,,,,,,,,,,,,,,,
북촌포구,,,,,,,,,,,,,,,
쉼터마을 유수암리 농어촌체험마을,,,,,,,,,,,,,,,
추사 유배길 - 3코스 사색의 길,,,,,,,,,,,,,,,
좌보미오름,,,,,,,,,,,,,,,
종달리수국길,,,,,,,,,,,,,,,
큰노꼬메오름,,,,,,,,,,,,,,,
엉알해안산책로,,,,,,,,,,,,,,,
무등이왓터,,,,,,,,,,,,,,,
민속해안로,,,,,,,,,,,,,,,
한국야구명예전당(야구박물관),9:00,18:00,9:00,18:00,,,1,y,n,y,y,n,n,y,"휠체어, 유모차, "
성산오조리해안,,,,,,,,,,,,,,,
정방폭포,9:00,18:00,9:00,18:00,,,3,y,n,y,y,n,n,y,-
대병악,,,,,,,,,,,,,,,
육시우영,,,,,,,,,,,,,,,
화북환해장성,,,,,,,,,,,,,,,
우도마을 풍경,,,,,,,,,,,,,,,
프랑스샤르망,10:00,18:00,10:00,18:00,,,,,,,,,,,
캐릭파크,10:00,18:00,10:00,18:00,,,,,,,,,,,
2.34324E+11,0:00,0:00,0:00,0:00,,,,,,,,,,,
천주교 순례길 - 하논성당길,,,,,,,,,,,,,,,
신천리(용궁올레),,,,,,,,,,,,,,,
삼의악트레킹코스,,,,,,,,,,,,,,,
조함해안도로,,,,,,,,,,,,,,,
묘산봉 (괴살메),,,,,,,,,,,,,,,
성산~세화 해안도로,,,,,,,,,,,,,,,
금성포구,,,,,,,,,,,,,,,
"도너리오름(돌오름,돝내린오름,골체오름)",,,,,,,,,,,,,,,
정주항,,,,,,,,,,,,,,,
제주카트클럽,8:00,19:00,8:00,19:00,,,,,,,,,,,
순례자의교회,,,,,,,,,,,,,,,
"뒤굽은이 (뒤꾸부니, 뒤곱은이)",,,,,,,,,,,,,,,
아홉굿마을 낙천리 농어촌체험마을,,,,,,,,,,,,,,,
제주오름승마랜드,,,,,,,,,,,,,,,
플레이박스VR,9:00,21:00,9:00,21:00,,,,,,,,,,,
오현단,,,,,,,,,,,,,,,
대림리선돌,,,,,,,,,,,,,,,
토종닭유통특구교래삼다수마을,,,,,,,,,,,,,,,
제주베스트힐 열기구랜드,,,,,,,,,,,,,,,
사계항,,,,,,,,,,,,,,,
문화예술마을 저지리 농어촌체험마을,,,,,,,,,,,,,,,
중문카라반,,,,,,,,,,,,,,,
협자연대,,,,,,,,,,,,,,,
황우지해안,,,,,,,,,,,,,,,
기독교순례길 1코스(순종의길),,,,,,,,,,,,,,,
모구리 야영장,,,,,,,,,,,,,,,
건강장수마을 산양리 농어촌체험마을,,,,,,,,,,,,,,,
기독교순례길 3코스(사명의길),,,,,,,,,,,,,,,
원동,,,,,,,,,,,,,,,
김녕사굴,,,,,,,,,,,,,,,
옹포포구,,,,,,,,,,,,,,,
한동환해장성,,,,,,,,,,,,,,,
쇼타임제주 옹알스 코미디 전용관,,,,,,,,,,,,,,,
제주 이호털보 배낚시,5:00,22:00,5:00,22:00,,,,,,,,,,,
법화사,,,,,,,,,,,,,,,
1100고지(휴게소),8:30,19:00,8:30,19:00,,,,,,,,,,,
판포포구,,,,,,,,,,,,,,,
화순금모래해수욕장담수수영장,10:00,19:00,10:00,19:00,,,,,,,,,,,
주정공장(동척회사) 옛터,,,,,,,,,,,,,,,
삼다수숲길 지질트레일,,,,,,,,,,,,,,,
대수포구,,,,,,,,,,,,,,,
눈물의십자가,,,,,,,,,,,,,,,
우도 득성이코지,,,,,,,,,,,,,,,
강병대교회,,,,,,,,,,,,,,,
우도 봉수대,,,,,,,,,,,,,,,
23333342332,0:00,0:00,0:00,0:00,,,,,,,,,,,
다이나믹메이즈,11:00,18:00,11:00,18:00,,,,y,,y,y,,n,y,
발자국화석공원,,,,,,,,,,,,,,,
제주시 충혼묘지 4·3추모비(박진경 추도비),,,,,,,,,,,,,,,
비양도등대,,,,,,,,,,,,,,,
존자암지,,,,,,,,,,,,,,,
서귀본향당,,,,,,,,,,,,,,,
백제사,,,,,,,,,,,,,,,
가마오름 진지동굴,8:30,17:00,8:30,17:00,,,,,,,,,,,
연미마을(오라리 방화사건 현장),,,,,,,,,,,,,,,
비블리아성서식물원,9:00,17:00,9:00,17:00,,,,,,,,,,,
등머을레져,,,,,,,,,,,,,,,
산호레저,,,,,,,,,,,,,,,
도령모루,,,,,,,,,,,,,,,
배령연대,,,,,,,,,,,,,,,
이편한치과,,,,,,,,,,,,,,,
제원한의원,9:00,18:30,9:00,14:00,,,,,,,,,,,
목시물굴,,,,,,,,,,,,,,,
바당미술관,,,,,,,,,,,,,,,
제주레포츠랜드,9:00,,9:00,,,,,,,,,,,,
rew,0:00,0:00,0:00,0:00,,,,,,,,,,,
rew,0:00,0:00,0:00,0:00,,,,,,,,,,,
우도스쿠터여행,8:00,19:00,8:00,19:00,,,,,,,,,,,
제주돌하르방캠핑장,,,,,,,,,,,,,,,
234543345,0:00,0:00,0:00,0:00,,,,,,,,,,,
234543345,0:00,0:00,0:00,0:00,,,,,,,,,,,
후포해변,,,,,,,,,,,,,,,
신대해안,,,,,,,,,,,,,,,
휴림,,,,,,,,,,,,,,,
예초리해변,,,,,,,,,,,,,,,
신양항(하추자항),,,,,,,,,,,,,,,
조일구락부 옛터,,,,,,,,,,,,,,,
영남동,,,,,,,,,,,,,,,
라신동,,,,,,,,,,,,,,,
제주다이브 체험다이빙,,,,,,,,,,,,,,,
다랑쉬마을,,,,,,,,,,,,,,,
제주농업학교 옛터,,,,,,,,,,,,,,,
4·3해원방사탑,,,,,,,,,,,,,,,
솔동산8경,,,,,,,,,,,,,,,
걸매예술마을,,,,,,,,,,,,,,,
SOS박물관,9:00,18:00,,,,,,,,,,,,,
신산환해장성,,,,,,,,,,,,,,,
천제연폭포 & 제주4.3중문면희생자위령비,,,,,,,,,,,,,,,
9연대 본부 옛터,,,,,,,,,,,,,,,
종남마을,,,,,,,,,,,,,,,
관음사 군 주둔지 옛터,,,,,,,,,,,,,,,
포도갤러리 in 포도호텔,10:00,17:30,10:00,17:30,,,,,,,,,,,
2.34324E+11,0:00,0:00,0:00,0:00,,,,,,,,,,,
234543345,0:00,0:00,0:00,0:00,,,,,,,,,,,
관음사 템플스테이,,,,,,,,,,,,,,,
제주기독교순례길,,,,,,,,,,,,,,,
신천리 벽화마을,,,,,,,,,,,,,,,
누운오름(한림읍),,,,,,,,,,,,,,,
천아숲길 천아계곡,,,,,,,,,,,,,,,
제주제트,8:00,18:00,8:00,18:00,,,,,,,,,,,
옹포천,,,,,,,,,,,,,,,
제주해양레저,,,,,,,,,,,,,,,
이호털보네배낚시,,,,,,,,,,,,,,,
녹고뫼 캠핑장,15:00,11:00,,,,,,,,,,,,,
웃세오름(족은오름),,,,,,,,,,,,,,,
알오름(표선면),,,,,,,,,,,,,,,
송령이골,,,,,,,,,,,,,,,
이덕구 산전,,,,,,,,,,,,,,,
대정면 4.3사건 위령비,,,,,,,,,,,,,,,
용둠범목제계단길,,,,,,,,,,,,,,,
당케산물(당케포구),,,,,,,,,,,,,,,
별내린전망대,,,,,,,,,,,,,,,
삼밭구석 & 동광리4·3희생자위령비,,,,,,,,,,,,,,,
임문숙 가족 헛묘,,,,,,,,,,,,,,,
불카분낭 (불타버린 나무),,,,,,,,,,,,,,,
중문색달해변(해산물),,,,,,,,,,,,,,,
중문리 신사터,,,,,,,,,,,,,,,
한복입는 선흘집,11:00,18:00,11:00,18:00,,,1,,,,,,,,
녹산로유채꽃길,,,,,,,,,,,,,,,
병악현무암지대,,,,,,,,,,,,,,,
제주국제평화센터,9:00,17:00,9:00,17:00,,,1,y,y,y,y,,y,y,"휠체어, 유모차"
금악오름(왕매),,,,,,,,,,,,,,,
팜파스그라스,,,,,,,,,,,,,,,
SM 디지털아트 뮤지엄,9:00,19:00,9:00,19:00,,,,,,,,,,,
궁대오름(궁대악),,,,,,,,,,,,,,,
백년초농장박물관,,,,,,,,,,,,,,,
라이트 아트 페스타[리모델링중],,,,,,,,,,,,,,,
태권뮤지컬혼,,,,,,,,,,,,,,,
농개,,,,,,,,,,,,,,,
문서프,9:00,22:00,9:00,22:00,,,,,,,,,,,
차귀도,,,,,,,,,,,,,,,
대정향교,,,,,,,,,,,,,,,
서귀포잠수함(대국해저관광),7:20,18:40,7:45,18:50,,,,,,,,,,,
송악산,0:00,0:00,0:00,0:00,,,3,n,n,n,n,n,n,n,
천주교 순례길 - 신축화해길,,,,,,,,,,,,,,,
엄바위장승,,,,,,,,,,,,,,,
퍼시픽 리솜 마린스테이지,,,,,,,,y,,,,,,,
sdfdsfsdfsdffsfsdfs,0:00,0:00,0:00,0:00,,,,,,,,,,,
헬로키티아일랜드,9:00,18:00,9:00,18:00,,,,,,,,,,,
ewrwerewrwerwrwerewr,0:00,0:00,0:00,0:00,,,,,,,,,,,
고씨주택,12:00,20:00,12:00,20:00,,,,,,,,,,,
터진목 & 성산면 4·3희생자 위령비,,,,,,,,,,,,,,,
케이제주해양사업단,9:00,18:00,9:00,18:00,,,1,,,,,,,,
성클라라수도원 금악성당,,,,,,,,,,,,,,,
제주오렌지,9:00,18:00,9:00,18:00,,,,,,,,,,,
서귀포치유의숲,9:00,16:00,9:00,16:00,,,3,n,,y,y,,y,y,
남원 위미2리 어촌계,,,,,,,1,,,,,,,,
팀케이,10:00,19:00,10:00,19:00,,,1,,,,,,,,
제주소주 코스모스밭,9:00,18:00,,,,,,,,,,,,,
신엄포구,,,,,,,,,,,,,,,
삼양방파제,,,,,,,,,,,,,,,
흑돼지거리,,,,,,,,,,,,,,,
강정어촌계,,,,,,,1,,,,,,,,
문화빳데리 충전소,,,,,,,,,,,,,,,
막숙,,,,,,,,,,,,,,,
김녕 청굴물,,,,,,,,,,,,,,,
해녀의 태왁,9:00,18:00,9:00,18:00,,,2,,,,,,,,
동귀방파제,,,,,,,,,,,,,,,
갤러리2 중선농원,10:00,17:00,10:00,17:00,,,,,,,,,,,
피크닉메이트,10:00,19:00,10:00,19:00,,,1,,,,,,,,
애월 하물,,,,,,,,,,,,,,,
이호테우해수욕장,,,,,,,,,,,,,,,
설쿰바당,,,,,,,,,,,,,,,
예술공간 이아,10:00,20:00,10:00,18:00,,,,,,,,,,,
문화공간 양,12:00,18:00,12:00,18:00,,,,,,,,,,,
안덕면 사계어촌계,,,,,,,1,,,,,,,,
직접 내 손으로 채취할 수 있는 해산물이라구<제주 바릇잡이 할 수 있는 포인트>,,,,,,,,,,,,,,,
망장포,,,,,,,1,,,,,,,,
종달고망난돌쉼터,,,,,,,,,,,,,,,
dfddf,0:00,0:00,0:00,0:00,,,,,,,,,,,
사계 용머리해안 (해산물),8:00,18:00,8:00,18:00,,,1,,,,,,,,
삼양 셋다리물,,22:00,,22:00,,,,,,,,,,,
태웃개,,,,,,,,,,,,,,,
구좌 하도어촌계,,,,,,,,,,,,,,,
함덕어촌계,,,,,,,1,,,,,,,,
오래물,,,,,,,,,,,,,,,
정모시쉼터,,,,,,,,,,,,,,,
레더한,10:00,19:00,10:00,19:00,,,,,,,,,,,
캘리그라피 오월,11:00,18:00,11:00,18:00,,,,,,,,,,,
제주판타지월드,10:00,23:30,10:00,23:30,,,1,,,,,,,,
트랜스포머 오토봇 얼라이언스,10:00,18:00,10:00,18:00,,,,y,y,y,,,,,"전시체험관, 레스토랑, 기념품점 등"
상호상호,0:00,0:00,0:00,0:00,,,,,,,,,,,
효명사,,,,,,,,,,,,,,,
daemadoo@hanmail.net,0:00,0:00,0:00,0:00,,,,,,,,,,,
로로 요가,,,,,,,,,,,,,,,
밸런싱 요가,,,,,,,,,,,,,,,
쁘램 요가,,,,,,,,,,,,,,,
덕천리 팔자 좋아 길,,,,,,,,,,,,,,,
법정사,,,,,,,,,,,,,,,
한림바다체험마을,,,,,,,1,,,,,,,,
고살리숲길,10:00,,14:00,,,,1,,,,,,,,
감귤상웨빵 체험,10:00,16:00,10:00,16:00,,,1,,,,,,,,
새별헤이요목장,10:00,18:00,10:00,18:00,,,,y,,,,,,,
한라산 아래 첫 마을,,,,,,,,,,,,,,,
푸른콩 방주영농조합법인,8:00,20:00,,,,,,,,,,,,,
이호-내도 해안도로,,,,,,,,,,,,,,,
테테테,0:00,0:00,0:00,0:00,,,,,,,,,,,
가맹점사진,2:30,5:00,2:00,5:00,,,,,,,,,,,
맛있는 철학자(태반의땅제주),,,,,,,,,,,,,,,
신창풍차해안도로,,,,,,,1,,,,,,,,
남수각 하늘길 벽화거리,,,,,,,,,,,,,,,
도두동 무지개 해안도로,,,,,,,1,,,,,,,,
한일우호연수원,,,,,,,,,,,,,,,
오르미카페,,,,,,,,,,,,,,,
한림바다 체험마을 ,10:30,19:00,10:30,19:00,,,1,,,,,,,,
봉쥬르봉봉,,,,,,,2,,,,,,,,
이로이로공방,11:00,17:00,11:00,17:00,,,,,,,,,,,
신화워터파크,10:00,20:00,10:00,20:00,,,,y,y,y,y,,,,"실내외 수영장, 키즈풀, 카바나, 썬베드, 자쿠지, 노천탕, 찜질방, 레스토랑, 스낵바, 기념품점 등"
감수굴 밭담길,,,,,,,,,,,,,,,
화조원,9:00,17:30,9:00,17:30,,,,,,,,,,,
내창트레킹,10:00,14:00,10:00,14:00,,,3,,,,,,,,
걸서악오름,,,,,,,1,,,,,,,,
유리멘탈 스튜디오,,,,,,,,,,,,,,,
신효베스트마을,,,,,,,,,,,,,,,
차귀도 (일몰),,,,,,,,,,,,,,,
수월봉 전기자전거,10:00,19:00,10:00,19:00,,,,,,,,,,,
액트(AC.lll.T) 볼링장,11:00,2:00,11:00,2:00,,,,,,,,,,,
미요캔들,,,,,,,,,,,,,,,
한복담_카테고리변경_삭제,10:30,19:30,10:30,19:30,,,,,,,,,,,
아름다운피부과,9:00,19:00,9:00,15:00,,,,,,,,,,,
신효 생활개선회,,,,,,,,,,,,,,,
고사리숲,,,,,,,,,,,,,,,
제주다,,,,,,,,,,,,,,,
조선한의원,9:30,19:00,9:30,16:00,,,,,,,,,,,
비자림농원,,,,,,,,,,,,,,,
남내소,,,,,,,,,,,,,,,
제주인디,,,,,,,,,,,,,,,
게우지코지,,,,,,,,,,,,,,,
손방둥이 ,9:30,19:30,,,,,,,,,,,,,
월라사,,,,,,,,,,,,,,,
행원육상양식단지,,,,,,,,,,,,,,,
제주샤르망,0:00,0:00,0:00,0:00,,,,,,,,,,,
포토갤러리 자연사랑미술관,,,,,,,,,,,,,,,
대정현역사자료전시관,9:00,17:00,9:00,17:00,,,,,,,,,,,
 서귀포자연휴양림,9:00,18:00,9:00,18:00,,,2,,,,,,,,
서귀포의료원,8:30,17:20,,,,,,,,,,,,,
곽지레저 & 서프나우[폐업],6:00,20:00,6:00,20:00,,,1,,,,,,,,
우도봉 ATV,9:00,18:00,9:00,18:00,,,,,,,,,,,
제주햇살농원,,,,,,,1,,,,,,,,
포레스트 사파리,9:00,17:30,9:00,17:30,,,,,,,,,,,
청수성결교회,,,,,,,,,,,,,,,
성이시돌목장,,,,,,,,,,,,,,,
성산 유채꽃재배단지,,,,,,,,,,,,,,,
예래생태체험관,,,,,,,,,,,,,,,
굿다이버,8:00,19:00,7:00,20:00,,,1,,,,,,,,
토토아뜰리에,10:00,17:00,10:00,17:00,,,1,,,,,,,,
고내리 다락쉼터,,,,,,,,,,,,,,,
새시물,,,,,,,,,,,,,,,
느지리오름(망오름),,,,,,,,,,,,,,,
산지천갤러리,10:00,18:00,10:00,18:00,,,,,,,,,,,
머체왓숲길,,,,,,,,,,,,,,,
동백포레스트,9:00,17:00,9:00,17:00,,,,,,,,,,,
샤이니숲길,,,,,,,,,,,,,,,
통일관,10:00,16:00,10:00,16:00,,,,,,,,,,,
어린이교통공원,10:00,17:00,10:00,17:00,,,,,,,,,,,
스페이스닷원,7:00,21:00,,,,,,,,,,,,,
추억애거리,,,,,,,,,,,,,,,
소라의성,9:00,18:00,9:00,18:00,,,,,,,,,,,
칠머리길,,,,,,,,,,,,,,,
거인의 정원,11:00,22:00,11:00,21:00,,,,,,,,,,,
어영공원,,,,,,,,,,,,,,,
용담 1동 벽화거리,,,,,,,,,,,,,,,
한라산소주공장,13:00,17:00,13:00,17:00,,,,,,,,,,,
신산공원,,,,,,,,,,,,,,,
진빌레 밭담길,,,,,,,,,,,,,,,
심헌갤러리,10:00,18:30,10:00,18:30,,,,,,,,,,,
보통청춘기록실 청춘사진관,9:00,20:00,9:00,20:00,,,,,,,,,,,
반석탕,11:00,18:00,11:00,18:00,,,,,,,,,,,
청초밭영농조합법인,10:00,18:00,10:00,18:00,,,1,,,,,,,,
제주한라병원,9:00,18:00,,,,,,,,,,,,,
옷 귀마테마타운,9:00,18:00,9:00,18:00,,,1,,,,,,,,
한국건강관리협회제주특별자치도부,7:30,16:30,,,,,,,,,,,,,
윈드1947 카트테마파크,9:00,18:00,9:00,18:00,,,2,,,,,,,,
제주참숯가마찜질방,0:00,0:00,0:00,0:00,,,1,,,,,,,,
제로스테이션(제로포인트트레일),10:30,19:00,,,,,,,,,,,,,
곽지레저,6:00,21:00,6:00,21:00,,,1,,,,,,,,
9.81 파크,9:00,18:00,9:00,18:00,,,,,,,,,,,
무릉자전거도로(환상자전거길 3구간),,,,,,,,,,,,,,,
서부두명품횟집거리,,,,,,,,,,,,,,,
제주사랑방(제주책방),12:00,20:00,12:00,20:00,,,,,,,,,,,
청아투명카약,0:00,0:00,0:00,0:00,,,,,,,,,,,
ddddsdfdf,0:00,0:00,0:00,0:00,,,,,,,,,,,
스위트몽키,9:00,18:00,9:00,16:00,,,1,,,,,,,,
아일랜드에프,10:00,23:30,10:00,23:30,,,1,,,,,,,,
고요산책,9:00,18:00,,,,,,,,,,,,,
바구스서핑스쿨,10:00,18:00,10:00,18:00,,,2,,,,,,,,
차귀도유람선,9:00,17:30,9:00,17:30,,,1,,,,,,,,
래춘씨 캠핑카 생존기,0:00,0:00,0:00,0:00,,,,,,,,,,,
파파빌레,,,,,,,,,,,,,,,
WE호텔 웰니스센터,,,,,,,,,,,,,,,
옷귀마테마타운,9:00,18:00,9:00,18:00,,,,,,,,,,,
윈드 1947 카트 테마 파크,9:00,18:00,9:00,18:00,,,2,,,,,,,,
윈드1947 카트 테마파크,9:00,18:00,9:00,19:00,,,2,,,,,,,,
제주도공방노꼬메,10:00,17:00,10:00,17:00,,,2,,,,,,,,
사진놀이터,9:30,18:00,9:30,18:00,,,1,,,,,,,,
알제이,0:00,0:00,0:00,0:00,,,,,,,,,,,
노형수퍼마,9:30,19:00,,,,,,,,,,,,,
제주토종흑염소목장,9:00,18:00,9:00,18:00,,,2,,,,,,,,
제스피 맥주협동조합 양조장,9:00,18:00,0:00,0:00,,,1,,,,,,,,
제주우리병원,9:00,18:00,9:00,13:00,,,,,,,,,,,
더 플래닛(THE PLANET),10:00,18:00,10:00,18:00,,,2,,,,,,,,
서귀포 펍크롤(중단),20:00,,17:00,,,,,,,,,,,,
아침한의원 ,8:30,18:00,,,,,,,,,,,,,
제주신화전설탐방로,,,,,,,,,,,,,,,
고흐의 정원,9:00,18:00,9:00,18:00,,,,,,,,,,,
에밀리파크,10:00,17:30,10:00,17:30,,,,,,,,,,,
담그멍족욕카페,13:00,22:00,13:00,18:00,,,,,,,,,,,
멍멍플레이스,,,,,,,,,,,,,,,
훈데르트바서파크,9:30,18:00,9:30,18:00,,,1,,,,,,,,
제주미래교육연구원 과학탐구체험장,10:00,17:00,10:00,17:00,,,,,,,,,,,
브레이브독스,11:00,20:00,11:00,20:00,,,,,,,,,,,
서귀포농업기술센터 제주농업생태원,10:00,16:00,10:00,16:00,,,,,,,,,,,
노벨상 특별전,9:00,18:00,9:00,18:00,,,2,,,,,,,,
라온주 실내체험동물원,9:30,18:00,9:30,18:00,,,,,,,,,,,
호호,0:00,0:00,0:00,0:00,,,,,,,,,,,
제주아트센터,,,,,,,,y,,y,y,,,,
목장카페 드르쿰다,9:00,18:00,9:00,18:00,,,,,,,,,,,
뽀로로&타요 테마파크 제주,10:00,18:00,10:00,18:00,,,,y,,,,,,,
번개레이싱,9:30,17:00,9:30,17:00,,,1,,,,,,,,
한라의향기,8:00,17:30,,,,,,,,,,,,,
비양도 연평리 야영지,,,,,,,,,,,,,,,
꿈바당 어린이도서관,9:00,21:00,9:00,21:00,,,,,,,,,,,
송악힐링풋스킨,9:00,21:00,9:00,21:00,,,1,,,,,,,,
일출랜드 아트센터,9:00,17:30,9:00,17:30,,,,,,,,,,,
퍼피월드,10:00,20:00,10:00,20:00,,,2,,,,,,,,
북촌리 4.3길,,,,,,,,,,,,,,,
공방:하루_반,13:00,22:00,13:00,22:00,,,1,,,,,,,,
함덕잠수함(이고제주),9:00,17:00,9:00,17:00,,,1,,,,,,,,
한화리조트 테라피센터,,,,,,,,,,,,,,,
바릇스파 ,,,,,,,,,,,,,,,
우도다이브,8:30,18:00,8:30,18:00,,,1,,,,,,,,
제주해양레저파크,9:00,18:00,9:00,18:00,,,1,,,,,,,,
제주잠수함(국제리더스클럽),9:30,18:00,9:30,18:00,,,,,,,,,,,
더힐하우스스파,,,,,,,,,,,,,,,
이음새,,,,,,,,,,,,,,,
물뫼힐링팜,,,,,,,,,,,,,,,
제주해양레저파크,9:00,18:00,9:00,18:00,,,1,,,,,,,,
관음사 야영장,,,,,,,,,,,,,,,
취다선리조트,,,,,,,,,,,,,,,
환상숲곶자왈 담앙족욕,10:00,17:00,10:00,17:00,,,,,,,,,,,
씨에스호텔 프라이빗스파,12:00,22:00,12:00,22:00,,,,,,,,,,,
가뫼물예전,9:00,18:00,9:00,18:00,,,,,,,,,,,
수목원테마공원(야시장길&LED공원),18:00,22:00,18:00,22:00,,,,,,,,,,,
애월스쿠버다이빙스쿨,9:30,18:00,9:30,18:00,,,1,,,,,,,,
액티브파크,9:30,18:00,9:30,18:00,,,,y,,y,y,,,,
김서프제주,6:00,18:00,6:00,18:00,,,2,,,,,,,,
제주아리랑 NEW 혼,10:30,14:30,10:30,14:30,,,2,,,,,,,,
주식회사제주1번가,9:00,18:00,9:00,18:00,,,2,,,,,,,,
신풍리 밭담길,,,,,,,,,,,,,,,
제주고산리유적,9:00,18:00,9:00,18:00,,,1,,,,,,,,
그제바람 윈드서핑패들보드,10:00,20:00,10:00,20:00,,,1,,,,,,,,
포레스트판타지아  제주조각공원,8:30,23:00,8:30,23:00,,,1,,,,,,,,
율랜드 다이브센터,8:00,19:00,8:00,19:00,,,1,,,,,,,,
알제이,9:00,18:00,10:00,18:00,,,1,,,,,,,,
제주안전체험관,9:00,18:00,9:00,18:00,,,,,,,,,,,
우도징기스칸승마체험,10:00,17:00,10:00,17:00,,,1,,,,,,,,
캐니언파크,11:00,21:00,10:00,21:00,,,,,,,,,,,
우포토 시네마 갤러리 카페,,,,,,,,,,,,,,,
레이저서바이벌M,13:00,22:00,12:00,22:00,,,1,,,,,,,,
신흥리 동백 & 향나무길,,,,,,,,n,n,n,n,n,n,n,
제주친구,9:00,20:00,9:00,18:00,,,2,,,,,,,,
"그대, 나의 뮤즈 : 클림트 to 마티스",10:00,19:00,10:00,19:00,,,1,,,,,,,,
마라도 섬투어,,,,,,,,,,,,,,,
김한미술관 & 카페3206,10:00,20:00,10:00,20:00,,,,,,,,,,,
질그랭이센터,,,,,,,,,,,,,,,
휘닉스 르쏠레이테라피,11:00,22:00,11:00,22:00,,,,,,,,,,,
노을해안1014,10:00,18:30,10:00,18:30,,,2,,,,,,,,
롯데호텔 브이스파,10:00,22:00,10:00,22:00,,,,,,,,,,,
스위트호텔 아로마,13:00,23:59,13:00,23:59,,,,,,,,,,,
새별프렌즈,10:00,18:00,10:00,18:00,,,1,,,,,,,,
스누피가든,9:00,19:00,9:00,19:00,,,,,,,,,,,
제주여가마을,,,,,,,,,,,,,,,
영등할망 신화공원,,,,,,,,,,,,,,,
M1971 요트투어,9:00,18:00,9:00,18:00,,,1,,,,,,,,
고포잇다이브센터,0:00,0:00,0:00,0:00,,,,,,,,,,,
남원항 (남원포구),,,,,,,,,,,,,,,
서중천탐방로,,,,,,,,,,,,,,,
서영아리오름 / 용와이오름,,,,,,,,,,,,,,,
월라봉 진지동굴 (안덕면),,,,,,,,,,,,,,,
아르떼뮤지엄,10:00,20:00,10:00,20:00,,,,,,,,,,,
 더펫츠,13:00,21:00,13:00,21:00,,,1,,,,,,,,
로빈맘 글귤따기 체험농장,9:00,17:00,10:00,0:00,,,,,,,,,,,
마흐니 숲길,,,,,,,,,,,,,,,
