"DL","DL_GD_LCLS_NM","DL_GD_LCLS_CD","DL_GD_MCLS_NM","DL_GD_MCLS_CD","DL_GD_SCLS_NM","DL_GD_SCLS_CD","DL_GD_DCLS_NM","DL_GD_DCLS_CD","SEND_CTPV_NM","SEND_CTPV_CD","SEND_CTGG_NM","SEND_CTGG_CD","SEND_EMD_NM","SEND_LGDNG_CD","INVC_COUNT"
"20210911",식품,"15",가공식품,"1510",떡,"151011",떡,"15101101",제주특별자치도,"50",서귀포시,"50130",동홍동,"5013010500",99
"20210911",식품,"15",가공식품,"1510",떡,"151011",떡,"15101101",제주특별자치도,"50",서귀포시,"50130",강정동,"5013011600",22
"20210911",식품,"15",가공식품,"1510",떡,"151011",떡,"15101101",제주특별자치도,"50",서귀포시,"50130",대정읍,"5013025000",6
"20210911",식품,"15",가공식품,"1510",떡,"151011",떡,"15101101",제주특별자치도,"50",서귀포시,"50130",대정읍 상모리,"5013025021",3
"20210911",식품,"15",가공식품,"1510",떡,"151011",떡,"15101101",제주특별자치도,"50",서귀포시,"50130",대정읍 인성리,"5013025024",21
"20210911",식품,"15",가공식품,"1510",떡,"151011",떡,"15101101",제주특별자치도,"50",서귀포시,"50130",성산읍 오조리,"5013025922",3
"20210911",식품,"15",가공식품,"1510",떡,"151011",떡,"15101101",제주특별자치도,"50",서귀포시,"50130",안덕면 화순리,"5013031021",237
"20210911",식품,"15",가공식품,"1510",떡,"151011",떡,"15101101",제주특별자치도,"50",서귀포시,"50130",안덕면 창천리,"5013031022",76
"20210911",식품,"15",가공식품,"1510",떡,"151011",떡,"15101101",제주특별자치도,"50",서귀포시,"50130",안덕면 감산리,"5013031023",23
"20210911",식품,"15",가공식품,"1510",떡,"151011",떡,"15101101",제주특별자치도,"50",서귀포시,"50130",안덕면 상창리,"5013031024",26
"20210911",식품,"15",가공식품,"1510",떡,"151011",떡,"15101101",제주특별자치도,"50",서귀포시,"50130",안덕면 사계리,"5013031025",19
"20210911",식품,"15",가공식품,"1510",떡,"151011",떡,"15101101",제주특별자치도,"50",서귀포시,"50130",안덕면 서광리,"5013031027",35
"20210911",식품,"15",가공식품,"1510",떡,"151011",떡,"15101101",제주특별자치도,"50",서귀포시,"50130",표선면,"5013032000",356
"20210911",식품,"15",가공식품,"1510",떡,"151011",떡,"15101101",제주특별자치도,"50",서귀포시,"50130",표선면 하천리,"5013032022",3
"20210911",식품,"15",가공식품,"1510",라면,"151012",봉지라면,"15101210",제주특별자치도,"50",제주시,"50110",일도일동,"5011010100",7
"20210911",식품,"15",가공식품,"1510",라면,"151012",봉지라면,"15101210",제주특별자치도,"50",제주시,"50110",용담삼동,"5011011000",4
"20210911",식품,"15",가공식품,"1510",라면,"151012",봉지라면,"15101210",제주특별자치도,"50",제주시,"50110",삼양이동,"5011011400",5
"20210911",식품,"15",가공식품,"1510",라면,"151012",봉지라면,"15101210",제주특별자치도,"50",제주시,"50110",노형동,"5011012200",7
"20210911",식품,"15",가공식품,"1510",라면,"151012",봉지라면,"15101210",제주특별자치도,"50",제주시,"50110",연동,"5011013700",321
"20210911",식품,"15",가공식품,"1510",라면,"151012",봉지라면,"15101210",제주특별자치도,"50",제주시,"50110",내도동,"5011014000",9
"20210911",식품,"15",가공식품,"1510",라면,"151012",봉지라면,"15101210",제주특별자치도,"50",제주시,"50110",한림읍 한림리,"5011025024",12
"20210911",식품,"15",가공식품,"1510",라면,"151012",봉지라면,"15101210",제주특별자치도,"50",제주시,"50110",한림읍 협재리,"5011025031",10
"20210911",식품,"15",가공식품,"1510",라면,"151012",봉지라면,"15101210",제주특별자치도,"50",제주시,"50110",애월읍 하가리,"5011025330",6
"20210911",식품,"15",가공식품,"1510",라면,"151012",봉지라면,"15101210",제주특별자치도,"50",제주시,"50110",구좌읍 덕천리,"5011025624",5
"20210911",식품,"15",가공식품,"1510",라면,"151012",봉지라면,"15101210",제주특별자치도,"50",서귀포시,"50130",법환동,"5013010200",6
"20210911",식품,"15",가공식품,"1510",라면,"151012",봉지라면,"15101210",제주특별자치도,"50",서귀포시,"50130",동홍동,"5013010500",78
"20210911",식품,"15",가공식품,"1510",라면,"151012",컵라면,"15101211",제주특별자치도,"50",제주시,"50110",일도일동,"5011010100",4
"20210911",식품,"15",가공식품,"1510",라면,"151012",컵라면,"15101211",제주특별자치도,"50",제주시,"50110",일도이동,"5011010200",4
"20210911",식품,"15",가공식품,"1510",라면,"151012",컵라면,"15101211",제주특별자치도,"50",제주시,"50110",회천동,"5011013300",17
"20210911",식품,"15",가공식품,"1510",라면,"151012",컵라면,"15101211",제주특별자치도,"50",제주시,"50110",연동,"5011013700",144
"20210911",식품,"15",가공식품,"1510",라면,"151012",컵라면,"15101211",제주특별자치도,"50",제주시,"50110",내도동,"5011014000",88
"20210911",식품,"15",가공식품,"1510",라면,"151012",컵라면,"15101211",제주특별자치도,"50",제주시,"50110",한림읍 협재리,"5011025031",30
"20210911",식품,"15",가공식품,"1510",라면,"151012",컵라면,"15101211",제주특별자치도,"50",서귀포시,"50130",동홍동,"5013010500",12
"20210911",식품,"15",가공식품,"1510",면류,"151014",국수면,"15101410",제주특별자치도,"50",제주시,"50110",일도일동,"5011010100",3
"20210911",식품,"15",가공식품,"1510",면류,"151014",국수면,"15101410",제주특별자치도,"50",제주시,"50110",이도일동,"5011010300",20
"20210911",식품,"15",가공식품,"1510",면류,"151014",국수면,"15101410",제주특별자치도,"50",제주시,"50110",월평동,"5011013500",6
"20210911",식품,"15",가공식품,"1510",면류,"151014",국수면,"15101410",제주특별자치도,"50",제주시,"50110",연동,"5011013700",38
"20210911",식품,"15",가공식품,"1510",면류,"151014",국수면,"15101410",제주특별자치도,"50",제주시,"50110",조천읍 함덕리,"5011025924",126
"20210911",식품,"15",가공식품,"1510",면류,"151014",국수면,"15101410",제주특별자치도,"50",서귀포시,"50130",표선면 가시리,"5013032024",296
"20210911",식품,"15",가공식품,"1510",면류,"151014",소바,"15101414",제주특별자치도,"50",제주시,"50110",조천읍 함덕리,"5011025924",4
"20210911",식품,"15",가공식품,"1510",면류,"151014",소바,"15101414",제주특별자치도,"50",서귀포시,"50130",표선면 가시리,"5013032024",124
"20210911",식품,"15",가공식품,"1510",면류,"151014",스파게티면,"15101415",제주특별자치도,"50",제주시,"50110",일도일동,"5011010100",14
"20210911",식품,"15",가공식품,"1510",면류,"151014",스파게티면,"15101415",제주특별자치도,"50",제주시,"50110",한림읍 협재리,"5011025031",73
"20210911",식품,"15",가공식품,"1510",면류,"151014",쌀국수면,"15101416",제주특별자치도,"50",제주시,"50110",연동,"5011013700",28
"20210911",식품,"15",가공식품,"1510",면류,"151014",쌀국수면,"15101416",제주특별자치도,"50",서귀포시,"50130",서귀동,"5013010100",11
"20210911",식품,"15",가공식품,"1510",면류,"151014",칼국수면,"15101419",제주특별자치도,"50",제주시,"50110",일도일동,"5011010100",3
"20210911",식품,"15",가공식품,"1510",면류,"151014",칼국수면,"15101419",제주특별자치도,"50",제주시,"50110",한림읍 협재리,"5011025031",19
"20210911",식품,"15",가공식품,"1510",면류,"151014",칼국수면,"15101419",제주특별자치도,"50",서귀포시,"50130",동홍동,"5013010500",10
"20210911",식품,"15",가공식품,"1510",면류,"151014",칼국수면,"15101419",제주특별자치도,"50",서귀포시,"50130",성산읍 고성리,"5013025924",6
"20210911",식품,"15",가공식품,"1510",면류,"151014",칼국수면,"15101419",제주특별자치도,"50",서귀포시,"50130",표선면 가시리,"5013032024",138
"20210911",식품,"15",가공식품,"1510",물엿,"151015",물엿,"15101501",제주특별자치도,"50",제주시,"50110",연동,"5011013700",6
"20210911",식품,"15",가공식품,"1510",물엿,"151015",물엿,"15101501",제주특별자치도,"50",서귀포시,"50130",남원읍 하례리,"5013025328",39
"20210911",식품,"15",가공식품,"1510",물엿,"151015",물엿,"15101501",제주특별자치도,"50",서귀포시,"50130",성산읍 신산리,"5013025927",10
"20210911",식품,"15",가공식품,"1510",버터,"151016",버터,"15101601",제주특별자치도,"50",제주시,"50110",일도일동,"5011010100",3
"20210911",식품,"15",가공식품,"1510",버터,"151016",버터,"15101601",제주특별자치도,"50",제주시,"50110",월평동,"5011013500",4
"20210911",식품,"15",가공식품,"1510",버터,"151016",버터,"15101601",제주특별자치도,"50",제주시,"50110",한림읍 협재리,"5011025031",11
"20210911",식품,"15",가공식품,"1510",버터,"151016",버터,"15101601",제주특별자치도,"50",제주시,"50110",조천읍,"5011025900",16
"20210911",식품,"15",가공식품,"1510",버터,"151016",버터,"15101601",제주특별자치도,"50",서귀포시,"50130",서귀동,"5013010100",3
"20210911",식품,"15",가공식품,"1510",분말류,"151017",밀가루,"15101711",제주특별자치도,"50",제주시,"50110",조천읍 선흘리,"5011025930",8
"20210911",식품,"15",가공식품,"1510",분말류,"151017",부침가루,"15101712",제주특별자치도,"50",제주시,"50110",연동,"5011013700",20
"20210911",식품,"15",가공식품,"1510",분말류,"151017",부침가루,"15101712",제주특별자치도,"50",제주시,"50110",조천읍,"5011025900",5
"20210911",식품,"15",가공식품,"1510",분말류,"151017",부침가루,"15101712",제주특별자치도,"50",서귀포시,"50130",대정읍,"5013025000",105
"20210911",식품,"15",가공식품,"1510",분말류,"151017",부침가루,"15101712",제주특별자치도,"50",서귀포시,"50130",대정읍 하모리,"5013025022",3
"20210911",식품,"15",가공식품,"1510",분말류,"151017",부침가루,"15101712",제주특별자치도,"50",서귀포시,"50130",표선면,"5013032000",3
"20210911",식품,"15",가공식품,"1510",분말류,"151017",기타분말가루,"15101799",제주특별자치도,"50",제주시,"50110",일도일동,"5011010100",24
"20210911",식품,"15",가공식품,"1510",분말류,"151017",기타분말가루,"15101799",제주특별자치도,"50",제주시,"50110",이도일동,"5011010300",3
"20210911",식품,"15",가공식품,"1510",분말류,"151017",기타분말가루,"15101799",제주특별자치도,"50",제주시,"50110",용담이동,"5011010900",19
"20210911",식품,"15",가공식품,"1510",분말류,"151017",기타분말가루,"15101799",제주특별자치도,"50",서귀포시,"50130",표선면 가시리,"5013032024",3
"20210911",식품,"15",가공식품,"1510",빙수/빙수재료,"151018",빙수/빙수재료,"15101801",제주특별자치도,"50",제주시,"50110",일도일동,"5011010100",53
"20210911",식품,"15",가공식품,"1510",빙수/빙수재료,"151018",빙수/빙수재료,"15101801",제주특별자치도,"50",제주시,"50110",이도이동,"5011010400",12
"20210911",식품,"15",가공식품,"1510",빙수/빙수재료,"151018",빙수/빙수재료,"15101801",제주특별자치도,"50",제주시,"50110",용담이동,"5011010900",25
"20210911",식품,"15",가공식품,"1510",빙수/빙수재료,"151018",빙수/빙수재료,"15101801",제주특별자치도,"50",제주시,"50110",이호일동,"5011012500",69
"20210911",식품,"15",가공식품,"1510",빙수/빙수재료,"151018",빙수/빙수재료,"15101801",제주특별자치도,"50",제주시,"50110",도남동,"5011012900",4
"20210911",식품,"15",가공식품,"1510",빙수/빙수재료,"151018",빙수/빙수재료,"15101801",제주특별자치도,"50",제주시,"50110",연동,"5011013700",3
"20210911",식품,"15",가공식품,"1510",빙수/빙수재료,"151018",빙수/빙수재료,"15101801",제주특별자치도,"50",제주시,"50110",한림읍 금악리,"5011025025",7
"20210911",식품,"15",가공식품,"1510",빙수/빙수재료,"151018",빙수/빙수재료,"15101801",제주특별자치도,"50",제주시,"50110",한림읍 협재리,"5011025031",33
"20210911",식품,"15",가공식품,"1510",빙수/빙수재료,"151018",빙수/빙수재료,"15101801",제주특별자치도,"50",서귀포시,"50130",토평동,"5013011100",13
"20210911",식품,"15",가공식품,"1510",빙수/빙수재료,"151018",빙수/빙수재료,"15101801",제주특별자치도,"50",서귀포시,"50130",안덕면 화순리,"5013031021",11
"20210911",식품,"15",가공식품,"1510",빙수/빙수재료,"151018",빙수/빙수재료,"15101801",제주특별자치도,"50",서귀포시,"50130",안덕면 창천리,"5013031022",5
"20210911",식품,"15",가공식품,"1510",빵,"151019",빵,"15101901",제주특별자치도,"50",제주시,"50110",일도일동,"5011010100",623
"20210911",식품,"15",가공식품,"1510",빵,"151019",빵,"15101901",제주특별자치도,"50",제주시,"50110",이도일동,"5011010300",32
"20210911",식품,"15",가공식품,"1510",빵,"151019",빵,"15101901",제주특별자치도,"50",제주시,"50110",이도이동,"5011010400",1029
"20210911",식품,"15",가공식품,"1510",빵,"151019",빵,"15101901",제주특별자치도,"50",제주시,"50110",삼도일동,"5011010500",319
"20210911",식품,"15",가공식품,"1510",빵,"151019",빵,"15101901",제주특별자치도,"50",제주시,"50110",용담이동,"5011010900",86
"20210911",식품,"15",가공식품,"1510",빵,"151019",빵,"15101901",제주특별자치도,"50",제주시,"50110",삼양이동,"5011011400",5
"20210911",식품,"15",가공식품,"1510",빵,"151019",빵,"15101901",제주특별자치도,"50",제주시,"50110",아라일동,"5011011700",3
"20210911",식품,"15",가공식품,"1510",빵,"151019",빵,"15101901",제주특별자치도,"50",제주시,"50110",오라이동,"5011012000",336
"20210911",식품,"15",가공식품,"1510",빵,"151019",빵,"15101901",제주특별자치도,"50",제주시,"50110",노형동,"5011012200",93
"20210911",식품,"15",가공식품,"1510",빵,"151019",빵,"15101901",제주특별자치도,"50",제주시,"50110",외도일동,"5011012300",31
"20210911",식품,"15",가공식품,"1510",빵,"151019",빵,"15101901",제주특별자치도,"50",제주시,"50110",도남동,"5011012900",61
"20210911",식품,"15",가공식품,"1510",빵,"151019",빵,"15101901",제주특별자치도,"50",제주시,"50110",회천동,"5011013300",5
"20210911",식품,"15",가공식품,"1510",빵,"151019",빵,"15101901",제주특별자치도,"50",제주시,"50110",월평동,"5011013500",8
"20210911",식품,"15",가공식품,"1510",빵,"151019",빵,"15101901",제주특별자치도,"50",제주시,"50110",연동,"5011013700",32
"20210911",식품,"15",가공식품,"1510",빵,"151019",빵,"15101901",제주특별자치도,"50",제주시,"50110",한림읍,"5011025000",42
"20210911",식품,"15",가공식품,"1510",빵,"151019",빵,"15101901",제주특별자치도,"50",제주시,"50110",한림읍 귀덕리,"5011025021",200
"20210911",식품,"15",가공식품,"1510",빵,"151019",빵,"15101901",제주특별자치도,"50",제주시,"50110",한림읍 한림리,"5011025024",16
"20210911",식품,"15",가공식품,"1510",빵,"151019",빵,"15101901",제주특별자치도,"50",제주시,"50110",한림읍 명월리,"5011025027",169
"20210911",식품,"15",가공식품,"1510",빵,"151019",빵,"15101901",제주특별자치도,"50",제주시,"50110",애월읍 구엄리,"5011025324",40
"20210911",식품,"15",가공식품,"1510",빵,"151019",빵,"15101901",제주특별자치도,"50",제주시,"50110",애월읍 애월리,"5011025334",105
"20210911",식품,"15",가공식품,"1510",빵,"151019",빵,"15101901",제주특별자치도,"50",제주시,"50110",구좌읍,"5011025600",3
"20210911",식품,"15",가공식품,"1510",빵,"151019",빵,"15101901",제주특별자치도,"50",제주시,"50110",구좌읍 덕천리,"5011025624",9
"20210911",식품,"15",가공식품,"1510",빵,"151019",빵,"15101901",제주특별자치도,"50",제주시,"50110",구좌읍 세화리,"5011025628",3
"20210911",식품,"15",가공식품,"1510",빵,"151019",빵,"15101901",제주특별자치도,"50",제주시,"50110",조천읍,"5011025900",51
"20210911",식품,"15",가공식품,"1510",빵,"151019",빵,"15101901",제주특별자치도,"50",제주시,"50110",조천읍 신촌리,"5011025921",989
"20210911",식품,"15",가공식품,"1510",빵,"151019",빵,"15101901",제주특별자치도,"50",제주시,"50110",조천읍 대흘리,"5011025926",8
"20210911",식품,"15",가공식품,"1510",빵,"151019",빵,"15101901",제주특별자치도,"50",서귀포시,"50130",서홍동,"5013010600",3
"20210911",식품,"15",가공식품,"1510",빵,"151019",빵,"15101901",제주특별자치도,"50",서귀포시,"50130",중문동,"5013011200",8
"20210911",식품,"15",가공식품,"1510",빵,"151019",빵,"15101901",제주특별자치도,"50",서귀포시,"50130",대정읍 하모리,"5013025022",8
"20210911",식품,"15",가공식품,"1510",빵,"151019",빵,"15101901",제주특별자치도,"50",서귀포시,"50130",성산읍 신산리,"5013025927",3
"20210911",식품,"15",가공식품,"1510",빵,"151019",빵,"15101901",제주특별자치도,"50",서귀포시,"50130",표선면,"5013032000",34
"20210911",식품,"15",가공식품,"1510",설탕,"151021",설탕,"15102101",제주특별자치도,"50",서귀포시,"50130",동홍동,"5013010500",5
"20210911",식품,"15",가공식품,"1510",설탕,"151021",설탕,"15102101",제주특별자치도,"50",서귀포시,"50130",신효동,"5013010900",93
"20210911",식품,"15",가공식품,"1510",설탕,"151021",설탕,"15102101",제주특별자치도,"50",서귀포시,"50130",토평동,"5013011100",14
"20210911",식품,"15",가공식품,"1510",설탕,"151021",설탕,"15102101",제주특별자치도,"50",서귀포시,"50130",남원읍,"5013025300",4
"20210911",식품,"15",가공식품,"1510",설탕,"151021",설탕,"15102101",제주특별자치도,"50",서귀포시,"50130",남원읍 한남리,"5013025323",6
"20210911",식품,"15",가공식품,"1510",설탕,"151021",설탕,"15102101",제주특별자치도,"50",서귀포시,"50130",남원읍 위미리,"5013025327",56
"20210911",식품,"15",가공식품,"1510",소금,"151022",소금,"15102201",제주특별자치도,"50",제주시,"50110",연동,"5011013700",7
"20210911",식품,"15",가공식품,"1510",소금,"151022",소금,"15102201",제주특별자치도,"50",제주시,"50110",한림읍,"5011025000",3
"20210911",식품,"15",가공식품,"1510",소금,"151022",소금,"15102201",제주특별자치도,"50",제주시,"50110",한림읍 한림리,"5011025024",3
"20210911",식품,"15",가공식품,"1510",소금,"151022",소금,"15102201",제주특별자치도,"50",제주시,"50110",한림읍 명월리,"5011025027",3
"20210911",식품,"15",가공식품,"1510",소금,"151022",소금,"15102201",제주특별자치도,"50",서귀포시,"50130",안덕면 화순리,"5013031021",4
"20210911",식품,"15",가공식품,"1510",소스,"151023",기타소스,"15102399",제주특별자치도,"50",제주시,"50110",일도이동,"5011010200",5
"20210911",식품,"15",가공식품,"1510",소스,"151023",기타소스,"15102399",제주특별자치도,"50",제주시,"50110",도두일동,"5011012700",98
"20210911",식품,"15",가공식품,"1510",소스,"151023",기타소스,"15102399",제주특별자치도,"50",제주시,"50110",조천읍 함덕리,"5011025924",4
"20210911",식품,"15",가공식품,"1510",소스,"151023",기타소스,"15102399",제주특별자치도,"50",서귀포시,"50130",동홍동,"5013010500",23
"20210911",식품,"15",가공식품,"1510",소스,"151023",기타소스,"15102399",제주특별자치도,"50",서귀포시,"50130",표선면 가시리,"5013032024",7
"20210911",식품,"15",가공식품,"1510",수산가공식품,"151024",맛살/게살,"15102410",제주특별자치도,"50",제주시,"50110",외도일동,"5011012300",26
"20210911",식품,"15",가공식품,"1510",수산가공식품,"151024",맛살/게살,"15102410",제주특별자치도,"50",제주시,"50110",연동,"5011013700",4
"20210911",식품,"15",가공식품,"1510",수산가공식품,"151024",맛살/게살,"15102410",제주특별자치도,"50",제주시,"50110",애월읍 수산리,"5011025325",35
"20210911",식품,"15",가공식품,"1510",수산가공식품,"151024",맛살/게살,"15102410",제주특별자치도,"50",서귀포시,"50130",남원읍 위미리,"5013025327",145
"20210911",식품,"15",가공식품,"1510",수산가공식품,"151024",해물볶음류,"15102411",제주특별자치도,"50",제주시,"50110",일도이동,"5011010200",95
"20210911",식품,"15",가공식품,"1510",수산가공식품,"151024",해물볶음류,"15102411",제주특별자치도,"50",제주시,"50110",용담이동,"5011010900",9
"20210911",식품,"15",가공식품,"1510",수산가공식품,"151024",해물볶음류,"15102411",제주특별자치도,"50",제주시,"50110",외도일동,"5011012300",97
"20210911",식품,"15",가공식품,"1510",수산가공식품,"151024",해물볶음류,"15102411",제주특별자치도,"50",제주시,"50110",도두일동,"5011012700",10
"20210911",식품,"15",가공식품,"1510",수산가공식품,"151024",해물볶음류,"15102411",제주특별자치도,"50",제주시,"50110",한림읍 옹포리,"5011025028",20
"20210911",식품,"15",가공식품,"1510",수산가공식품,"151024",해물볶음류,"15102411",제주특별자치도,"50",제주시,"50110",애월읍 광령리,"5011025321",3
"20210911",식품,"15",가공식품,"1510",수산가공식품,"151024",해물볶음류,"15102411",제주특별자치도,"50",제주시,"50110",애월읍 수산리,"5011025325",82
"20210911",식품,"15",가공식품,"1510",수산가공식품,"151024",해물볶음류,"15102411",제주특별자치도,"50",제주시,"50110",구좌읍 덕천리,"5011025624",3
"20210911",식품,"15",가공식품,"1510",수산가공식품,"151024",해물볶음류,"15102411",제주특별자치도,"50",제주시,"50110",구좌읍 김녕리,"5011025634",43
"20210911",식품,"15",가공식품,"1510",수산가공식품,"151024",해물볶음류,"15102411",제주특별자치도,"50",제주시,"50110",조천읍,"5011025900",12
"20210911",식품,"15",가공식품,"1510",수산가공식품,"151024",해물볶음류,"15102411",제주특별자치도,"50",제주시,"50110",한경면,"5011031000",8
