DL,DL_GD_LCLS_NM,DL_GD_LCLS_CD,DL_GD_MCLS_NM,DL_GD_MCLS_CD,DL_GD_SCLS_NM,DL_GD_SCLS_CD,SEND_CTPV_NM,SEND_CTPV_CD,SEND_CTGG_NM,SEND_CTGG_CD,SEND_EMD_NM,SEND_LGDNG_CD,INVC_COUNT
20210911,가구/인테리어,11,거실인테리어,1113,커튼/블라인드,111312,제주특별자치도,50,제주시,50110,구좌읍 덕천리,5011025624,3
20210911,가구/인테리어,11,거실인테리어,1113,커튼/블라인드,111312,제주특별자치도,50,제주시,50110,조천읍,5011025900,128
20210911,가구/인테리어,11,거실인테리어,1113,커튼/블라인드,111312,제주특별자치도,50,제주시,50110,조천읍 함덕리,5011025924,13
20210911,가구/인테리어,11,거실인테리어,1113,커튼/블라인드,111312,제주특별자치도,50,제주시,50110,조천읍 대흘리,5011025926,3
20210911,가구/인테리어,11,거실인테리어,1113,커튼/블라인드,111312,제주특별자치도,50,서귀포시,50130,서호동,5013010300,15
20210911,가구/인테리어,11,거실인테리어,1113,커튼/블라인드,111312,제주특별자치도,50,서귀포시,50130,호근동,5013010400,140
20210911,가구/인테리어,11,거실인테리어,1113,커튼/블라인드,111312,제주특별자치도,50,서귀포시,50130,동홍동,5013010500,4
20210911,가구/인테리어,11,거실인테리어,1113,커튼/블라인드,111312,제주특별자치도,50,서귀포시,50130,서홍동,5013010600,81
20210911,가구/인테리어,11,거실인테리어,1113,커튼/블라인드,111312,제주특별자치도,50,서귀포시,50130,상효동,5013010700,708
20210911,가구/인테리어,11,거실인테리어,1113,커튼/블라인드,111312,제주특별자치도,50,서귀포시,50130,하효동,5013010800,246
20210911,가구/인테리어,11,거실인테리어,1113,커튼/블라인드,111312,제주특별자치도,50,서귀포시,50130,신효동,5013010900,3
20210911,가구/인테리어,11,거실인테리어,1113,커튼/블라인드,111312,제주특별자치도,50,서귀포시,50130,중문동,5013011200,46
20210911,가구/인테리어,11,거실인테리어,1113,커튼/블라인드,111312,제주특별자치도,50,서귀포시,50130,강정동,5013011600,8
20210911,가구/인테리어,11,거실인테리어,1113,커튼/블라인드,111312,제주특별자치도,50,서귀포시,50130,하원동,5013011800,12
20210911,가구/인테리어,11,거실인테리어,1113,커튼/블라인드,111312,제주특별자치도,50,서귀포시,50130,색달동,5013011900,3
20210911,가구/인테리어,11,거실인테리어,1113,커튼/블라인드,111312,제주특별자치도,50,서귀포시,50130,남원읍 남원리,5013025321,7
20210911,가구/인테리어,11,거실인테리어,1113,커튼/블라인드,111312,제주특별자치도,50,서귀포시,50130,남원읍 태흥리,5013025322,109
20210911,가구/인테리어,11,거실인테리어,1113,커튼/블라인드,111312,제주특별자치도,50,서귀포시,50130,남원읍 수망리,5013025324,41
20210911,가구/인테리어,11,거실인테리어,1113,커튼/블라인드,111312,제주특별자치도,50,서귀포시,50130,남원읍 의귀리,5013025325,9
20210911,가구/인테리어,11,거실인테리어,1113,커튼/블라인드,111312,제주특별자치도,50,서귀포시,50130,남원읍 신흥리,5013025326,313
20210911,가구/인테리어,11,거실인테리어,1113,커튼/블라인드,111312,제주특별자치도,50,서귀포시,50130,남원읍 위미리,5013025327,18
20210911,가구/인테리어,11,거실인테리어,1113,커튼/블라인드,111312,제주특별자치도,50,서귀포시,50130,남원읍 신례리,5013025329,5
20210911,가구/인테리어,11,거실인테리어,1113,커튼/블라인드,111312,제주특별자치도,50,서귀포시,50130,성산읍,5013025900,70
20210911,가구/인테리어,11,거실인테리어,1113,커튼/블라인드,111312,제주특별자치도,50,서귀포시,50130,안덕면 상천리,5013031030,3
20210911,가구/인테리어,11,거실인테리어,1113,커튼/블라인드,111312,제주특별자치도,50,서귀포시,50130,표선면,5013032000,12
20210911,가구/인테리어,11,거실인테리어,1113,커튼/블라인드,111312,제주특별자치도,50,서귀포시,50130,표선면 표선리,5013032021,4
20210911,가구/인테리어,11,수납가구,1116,행거,111613,제주특별자치도,50,제주시,50110,이도이동,5011010400,3
20210911,가구/인테리어,11,수납가구,1116,행거,111613,제주특별자치도,50,제주시,50110,아라일동,5011011700,3
20210911,가구/인테리어,11,수납가구,1116,행거,111613,제주특별자치도,50,제주시,50110,노형동,5011012200,4
20210911,가구/인테리어,11,수납가구,1116,행거,111613,제주특별자치도,50,서귀포시,50130,법환동,5013010200,3
20210911,가구/인테리어,11,수납가구,1116,기타수납가구,111699,제주특별자치도,50,제주시,50110,일도이동,5011010200,3
20210911,가구/인테리어,11,수납가구,1116,기타수납가구,111699,제주특별자치도,50,제주시,50110,이도이동,5011010400,4
20210911,가구/인테리어,11,수납가구,1116,기타수납가구,111699,제주특별자치도,50,제주시,50110,삼도일동,5011010500,4
20210911,가구/인테리어,11,수납가구,1116,기타수납가구,111699,제주특별자치도,50,제주시,50110,노형동,5011012200,3
20210911,가구/인테리어,11,수납가구,1116,기타수납가구,111699,제주특별자치도,50,제주시,50110,이호이동,5011012600,3
20210911,가구/인테리어,11,수납가구,1116,기타수납가구,111699,제주특별자치도,50,제주시,50110,애월읍 하가리,5011025330,4
20210911,가구/인테리어,11,수납가구,1116,기타수납가구,111699,제주특별자치도,50,제주시,50110,애월읍 하귀2리,5011025341,3
20210911,가구/인테리어,11,수납가구,1116,기타수납가구,111699,제주특별자치도,50,서귀포시,50130,법환동,5013010200,3
20210911,가구/인테리어,11,수납가구,1116,기타수납가구,111699,제주특별자치도,50,서귀포시,50130,동홍동,5013010500,3
20210911,가구/인테리어,11,아웃도어가구,1117,야외의자,111711,제주특별자치도,50,서귀포시,50130,표선면,5013032000,11
20210911,가구/인테리어,11,인테리어소품,1118,미술작품,111812,제주특별자치도,50,제주시,50110,일도일동,5011010100,100
20210911,가구/인테리어,11,인테리어소품,1118,미술작품,111812,제주특별자치도,50,제주시,50110,이도이동,5011010400,20
20210911,가구/인테리어,11,인테리어소품,1118,미술작품,111812,제주특별자치도,50,제주시,50110,용담이동,5011010900,3
20210911,가구/인테리어,11,인테리어소품,1118,미술작품,111812,제주특별자치도,50,제주시,50110,노형동,5011012200,5
20210911,가구/인테리어,11,인테리어소품,1118,미술작품,111812,제주특별자치도,50,제주시,50110,도남동,5011012900,13
20210911,가구/인테리어,11,인테리어소품,1118,미술작품,111812,제주특별자치도,50,제주시,50110,연동,5011013700,81
20210911,가구/인테리어,11,인테리어소품,1118,미술작품,111812,제주특별자치도,50,제주시,50110,한림읍 한림리,5011025024,10
20210911,가구/인테리어,11,인테리어소품,1118,미술작품,111812,제주특별자치도,50,제주시,50110,애월읍 광령리,5011025321,18
20210911,가구/인테리어,11,인테리어소품,1118,미술작품,111812,제주특별자치도,50,제주시,50110,애월읍 애월리,5011025334,19
20210911,가구/인테리어,11,인테리어소품,1118,미술작품,111812,제주특별자치도,50,제주시,50110,조천읍,5011025900,11
20210911,가구/인테리어,11,인테리어소품,1118,미술작품,111812,제주특별자치도,50,제주시,50110,조천읍 함덕리,5011025924,9
20210911,가구/인테리어,11,인테리어소품,1118,미술작품,111812,제주특별자치도,50,서귀포시,50130,동홍동,5013010500,3
20210911,가구/인테리어,11,인테리어소품,1118,미술작품,111812,제주특별자치도,50,서귀포시,50130,남원읍 의귀리,5013025325,5
20210911,가구/인테리어,11,인테리어소품,1118,미술작품,111812,제주특별자치도,50,서귀포시,50130,성산읍,5013025900,7
20210911,가구/인테리어,11,인테리어소품,1118,미술작품,111812,제주특별자치도,50,서귀포시,50130,표선면,5013032000,30
20210911,가구/인테리어,11,인테리어소품,1118,미술작품,111812,제주특별자치도,50,서귀포시,50130,표선면 가시리,5013032024,6
20210911,가구/인테리어,11,인테리어소품,1118,스탠드,111813,제주특별자치도,50,서귀포시,50130,서귀동,5013010100,11
20210911,가구/인테리어,11,인테리어소품,1118,스탠드,111813,제주특별자치도,50,서귀포시,50130,호근동,5013010400,40
20210911,가구/인테리어,11,인테리어소품,1118,스탠드,111813,제주특별자치도,50,서귀포시,50130,동홍동,5013010500,3
20210911,가구/인테리어,11,인테리어소품,1118,스탠드,111813,제주특별자치도,50,서귀포시,50130,대정읍,5013025000,23
20210911,가구/인테리어,11,인테리어소품,1118,스탠드,111813,제주특별자치도,50,서귀포시,50130,남원읍 의귀리,5013025325,3
20210911,가구/인테리어,11,인테리어소품,1118,시계,111814,제주특별자치도,50,제주시,50110,이도이동,5011010400,3
20210911,가구/인테리어,11,인테리어소품,1118,시계,111814,제주특별자치도,50,제주시,50110,노형동,5011012200,5
20210911,가구/인테리어,11,인테리어소품,1118,아로마/캔들용품,111815,제주특별자치도,50,제주시,50110,일도이동,5011010200,36
20210911,가구/인테리어,11,인테리어소품,1118,아로마/캔들용품,111815,제주특별자치도,50,제주시,50110,이도이동,5011010400,9
20210911,가구/인테리어,11,인테리어소품,1118,아로마/캔들용품,111815,제주특별자치도,50,제주시,50110,용담이동,5011010900,40
20210911,가구/인테리어,11,인테리어소품,1118,아로마/캔들용품,111815,제주특별자치도,50,제주시,50110,화북일동,5011011100,3
20210911,가구/인테리어,11,인테리어소품,1118,아로마/캔들용품,111815,제주특별자치도,50,제주시,50110,아라일동,5011011700,3
20210911,가구/인테리어,11,인테리어소품,1118,아로마/캔들용품,111815,제주특별자치도,50,제주시,50110,노형동,5011012200,3
20210911,가구/인테리어,11,인테리어소품,1118,아로마/캔들용품,111815,제주특별자치도,50,제주시,50110,연동,5011013700,14
20210911,가구/인테리어,11,인테리어소품,1118,아로마/캔들용품,111815,제주특별자치도,50,제주시,50110,한림읍 협재리,5011025031,34
20210911,가구/인테리어,11,인테리어소품,1118,아로마/캔들용품,111815,제주특별자치도,50,서귀포시,50130,법환동,5013010200,11
20210911,가구/인테리어,11,인테리어소품,1118,아로마/캔들용품,111815,제주특별자치도,50,서귀포시,50130,동홍동,5013010500,25
20210911,가구/인테리어,11,인테리어소품,1118,아로마/캔들용품,111815,제주특별자치도,50,서귀포시,50130,중문동,5013011200,3
20210911,가구/인테리어,11,인테리어소품,1118,액자,111816,제주특별자치도,50,제주시,50110,일도일동,5011010100,3
20210911,가구/인테리어,11,인테리어소품,1118,액자,111816,제주특별자치도,50,제주시,50110,일도이동,5011010200,11
20210911,가구/인테리어,11,인테리어소품,1118,액자,111816,제주특별자치도,50,제주시,50110,용담이동,5011010900,5
20210911,가구/인테리어,11,인테리어소품,1118,액자,111816,제주특별자치도,50,제주시,50110,용담삼동,5011011000,6
20210911,가구/인테리어,11,인테리어소품,1118,액자,111816,제주특별자치도,50,제주시,50110,아라일동,5011011700,3
20210911,가구/인테리어,11,인테리어소품,1118,액자,111816,제주특별자치도,50,제주시,50110,노형동,5011012200,4
20210911,가구/인테리어,11,인테리어소품,1118,액자,111816,제주특별자치도,50,제주시,50110,도남동,5011012900,14
20210911,가구/인테리어,11,인테리어소품,1118,액자,111816,제주특별자치도,50,제주시,50110,연동,5011013700,6
20210911,가구/인테리어,11,인테리어소품,1118,액자,111816,제주특별자치도,50,제주시,50110,조천읍 함덕리,5011025924,5
20210911,가구/인테리어,11,인테리어소품,1118,액자,111816,제주특별자치도,50,서귀포시,50130,법환동,5013010200,19
20210911,가구/인테리어,11,인테리어소품,1118,조명,111817,제주특별자치도,50,제주시,50110,일도이동,5011010200,10
20210911,가구/인테리어,11,인테리어소품,1118,조명,111817,제주특별자치도,50,제주시,50110,이도이동,5011010400,50
20210911,가구/인테리어,11,인테리어소품,1118,조명,111817,제주특별자치도,50,제주시,50110,용담이동,5011010900,3
20210911,가구/인테리어,11,인테리어소품,1118,조명,111817,제주특별자치도,50,제주시,50110,화북일동,5011011100,8
20210911,가구/인테리어,11,인테리어소품,1118,조명,111817,제주특별자치도,50,제주시,50110,삼양이동,5011011400,4
20210911,가구/인테리어,11,인테리어소품,1118,조명,111817,제주특별자치도,50,제주시,50110,아라일동,5011011700,6
20210911,가구/인테리어,11,인테리어소품,1118,조명,111817,제주특별자치도,50,제주시,50110,오라이동,5011012000,6
20210911,가구/인테리어,11,인테리어소품,1118,조명,111817,제주특별자치도,50,제주시,50110,노형동,5011012200,14
20210911,가구/인테리어,11,인테리어소품,1118,조명,111817,제주특별자치도,50,제주시,50110,외도일동,5011012300,9
20210911,가구/인테리어,11,인테리어소품,1118,조명,111817,제주특별자치도,50,제주시,50110,도련일동,5011013000,4
20210911,가구/인테리어,11,인테리어소품,1118,조명,111817,제주특별자치도,50,제주시,50110,연동,5011013700,13
20210911,가구/인테리어,11,인테리어소품,1118,조명,111817,제주특별자치도,50,제주시,50110,한림읍 한림리,5011025024,4
20210911,가구/인테리어,11,인테리어소품,1118,조명,111817,제주특별자치도,50,제주시,50110,구좌읍 한동리,5011025630,3
20210911,가구/인테리어,11,인테리어소품,1118,조명,111817,제주특별자치도,50,제주시,50110,조천읍 함덕리,5011025924,5
20210911,가구/인테리어,11,인테리어소품,1118,조명,111817,제주특별자치도,50,제주시,50110,조천읍 선흘리,5011025930,6
20210911,가구/인테리어,11,인테리어소품,1118,조명,111817,제주특별자치도,50,서귀포시,50130,법환동,5013010200,9
20210911,가구/인테리어,11,인테리어소품,1118,조명,111817,제주특별자치도,50,서귀포시,50130,서호동,5013010300,3
20210911,가구/인테리어,11,인테리어소품,1118,조명,111817,제주특별자치도,50,서귀포시,50130,동홍동,5013010500,8
20210911,가구/인테리어,11,인테리어소품,1118,조명,111817,제주특별자치도,50,서귀포시,50130,하효동,5013010800,3
20210911,가구/인테리어,11,인테리어소품,1118,조명,111817,제주특별자치도,50,서귀포시,50130,중문동,5013011200,4
20210911,가구/인테리어,11,인테리어소품,1118,조명,111817,제주특별자치도,50,서귀포시,50130,남원읍 의귀리,5013025325,6
20210911,가구/인테리어,11,인테리어소품,1118,조명,111817,제주특별자치도,50,서귀포시,50130,성산읍 오조리,5013025922,3
20210911,가구/인테리어,11,인테리어소품,1118,조명,111817,제주특별자치도,50,서귀포시,50130,안덕면 화순리,5013031021,4
20210911,가구/인테리어,11,인테리어소품,1118,조명,111817,제주특별자치도,50,서귀포시,50130,안덕면 사계리,5013031025,4
20210911,가구/인테리어,11,인테리어소품,1118,조명,111817,제주특별자치도,50,서귀포시,50130,표선면 가시리,5013032024,3
20210911,가구/인테리어,11,인테리어소품,1118,현관소품,111818,제주특별자치도,50,제주시,50110,도두일동,5011012700,8
20210911,가구/인테리어,11,인테리어소품,1118,현관소품,111818,제주특별자치도,50,제주시,50110,연동,5011013700,6
20210911,가구/인테리어,11,인테리어소품,1118,기타인테리어소품,111899,제주특별자치도,50,제주시,50110,일도일동,5011010100,4
20210911,가구/인테리어,11,인테리어소품,1118,기타인테리어소품,111899,제주특별자치도,50,제주시,50110,이도이동,5011010400,5
20210911,가구/인테리어,11,인테리어소품,1118,기타인테리어소품,111899,제주특별자치도,50,제주시,50110,용담삼동,5011011000,4
20210911,가구/인테리어,11,인테리어소품,1118,기타인테리어소품,111899,제주특별자치도,50,제주시,50110,아라일동,5011011700,8
20210911,가구/인테리어,11,인테리어소품,1118,기타인테리어소품,111899,제주특별자치도,50,제주시,50110,오라이동,5011012000,5
20210911,가구/인테리어,11,인테리어소품,1118,기타인테리어소품,111899,제주특별자치도,50,제주시,50110,노형동,5011012200,3
20210911,가구/인테리어,11,인테리어소품,1118,기타인테리어소품,111899,제주특별자치도,50,제주시,50110,연동,5011013700,31
20210911,가구/인테리어,11,인테리어소품,1118,기타인테리어소품,111899,제주특별자치도,50,제주시,50110,한림읍 협재리,5011025031,68
20210911,가구/인테리어,11,인테리어소품,1118,기타인테리어소품,111899,제주특별자치도,50,제주시,50110,애월읍 장전리,5011025327,4
20210911,가구/인테리어,11,인테리어소품,1118,기타인테리어소품,111899,제주특별자치도,50,제주시,50110,조천읍 신촌리,5011025921,12
20210911,가구/인테리어,11,인테리어소품,1118,기타인테리어소품,111899,제주특별자치도,50,제주시,50110,조천읍 함덕리,5011025924,3
20210911,가구/인테리어,11,인테리어소품,1118,기타인테리어소품,111899,제주특별자치도,50,서귀포시,50130,법환동,5013010200,7
20210911,가구/인테리어,11,인테리어소품,1118,기타인테리어소품,111899,제주특별자치도,50,서귀포시,50130,강정동,5013011600,13
20210911,가구/인테리어,11,인테리어소품,1118,기타인테리어소품,111899,제주특별자치도,50,서귀포시,50130,대정읍 하모리,5013025022,5
20210911,가구/인테리어,11,인테리어소품,1118,기타인테리어소품,111899,제주특별자치도,50,서귀포시,50130,남원읍 위미리,5013025327,6
20210911,가구/인테리어,11,인테리어소품,1118,기타인테리어소품,111899,제주특별자치도,50,서귀포시,50130,안덕면 화순리,5013031021,8
20210911,가구/인테리어,11,주방가구,1119,주방수납장,111913,제주특별자치도,50,제주시,50110,아라일동,5011011700,3
20210911,가구/인테리어,11,주방가구,1119,주방수납장,111913,제주특별자치도,50,제주시,50110,오라이동,5011012000,4
20210911,가구/인테리어,11,주방가구,1119,주방수납장,111913,제주특별자치도,50,서귀포시,50130,남원읍 신례리,5013025329,17
20210911,가구/인테리어,11,주방가구,1119,주방수납장,111913,제주특별자치도,50,서귀포시,50130,표선면,5013032000,9
20210911,가구/인테리어,11,주방가구,1119,기타주방가구,111999,제주특별자치도,50,제주시,50110,일도이동,5011010200,4
20210911,가구/인테리어,11,주방가구,1119,기타주방가구,111999,제주특별자치도,50,제주시,50110,용담이동,5011010900,3
20210911,가구/인테리어,11,주방가구,1119,기타주방가구,111999,제주특별자치도,50,제주시,50110,노형동,5011012200,9
20210911,가구/인테리어,11,주방가구,1119,기타주방가구,111999,제주특별자치도,50,제주시,50110,연동,5011013700,13
20210911,가구/인테리어,11,주방가구,1119,기타주방가구,111999,제주특별자치도,50,서귀포시,50130,서귀동,5013010100,62
20210911,가구/인테리어,11,침실가구,1120,거울,112011,제주특별자치도,50,제주시,50110,연동,5011013700,3
20210911,가구/인테리어,11,침실가구,1120,거울,112011,제주특별자치도,50,제주시,50110,한림읍 협재리,5011025031,6
20210911,가구/인테리어,11,침실가구,1120,거울,112011,제주특별자치도,50,서귀포시,50130,법환동,5013010200,6
20210911,가구/인테리어,11,침실가구,1120,매트리스,112013,제주특별자치도,50,제주시,50110,아라일동,5011011700,3
20210911,가구/인테리어,11,침실가구,1120,매트리스,112013,제주특별자치도,50,서귀포시,50130,동홍동,5013010500,3
20210911,가구/인테리어,11,침실가구,1120,테이블,112015,제주특별자치도,50,제주시,50110,연동,5011013700,10
20210911,가구/인테리어,11,침실가구,1120,테이블,112015,제주특별자치도,50,제주시,50110,한림읍 한림리,5011025024,7
20210911,가구/인테리어,11,침실가구,1120,테이블,112015,제주특별자치도,50,서귀포시,50130,성산읍,5013025900,14
20210911,가구/인테리어,11,침실가구,1120,테이블,112015,제주특별자치도,50,서귀포시,50130,표선면,5013032000,7
20210911,가구/인테리어,11,침실가구,1120,기타침실가구,112099,제주특별자치도,50,서귀포시,50130,강정동,5013011600,3
20210911,가구/인테리어,11,침실제품,1121,침구류,112111,제주특별자치도,50,제주시,50110,일도일동,5011010100,11
20210911,가구/인테리어,11,침실제품,1121,침구류,112111,제주특별자치도,50,제주시,50110,일도이동,5011010200,55
20210911,가구/인테리어,11,침실제품,1121,침구류,112111,제주특별자치도,50,제주시,50110,이도일동,5011010300,13
20210911,가구/인테리어,11,침실제품,1121,침구류,112111,제주특별자치도,50,제주시,50110,이도이동,5011010400,77
20210911,가구/인테리어,11,침실제품,1121,침구류,112111,제주특별자치도,50,제주시,50110,삼도일동,5011010500,21
20210911,가구/인테리어,11,침실제품,1121,침구류,112111,제주특별자치도,50,제주시,50110,삼도이동,5011010600,4
20210911,가구/인테리어,11,침실제품,1121,침구류,112111,제주특별자치도,50,제주시,50110,건입동,5011010700,10
20210911,가구/인테리어,11,침실제품,1121,침구류,112111,제주특별자치도,50,제주시,50110,용담일동,5011010800,11
20210911,가구/인테리어,11,침실제품,1121,침구류,112111,제주특별자치도,50,제주시,50110,용담이동,5011010900,30
20210911,가구/인테리어,11,침실제품,1121,침구류,112111,제주특별자치도,50,제주시,50110,용담삼동,5011011000,3
20210911,가구/인테리어,11,침실제품,1121,침구류,112111,제주특별자치도,50,제주시,50110,화북일동,5011011100,20
20210911,가구/인테리어,11,침실제품,1121,침구류,112111,제주특별자치도,50,제주시,50110,화북이동,5011011200,3
20210911,가구/인테리어,11,침실제품,1121,침구류,112111,제주특별자치도,50,제주시,50110,삼양일동,5011011300,4
