,YR,MCT_NM,MCT_BRN,LG_CAT,LG_CAT_NM,MD_CAT,MD_CAT_NM,MCT_BSE_AR,ADDR_new,MNTH_SALES_PCTL,DAW_CCD,APV_TMT_CD,AGE_GP,SEX_CCD,UE_CT,SGNG_CD,LGDNG_CD
33,2022,제이제이링크(JJ링크),2161072243,1,요식/유흥,5,유흥,제주특별자치도 제주시 신대로16길 44,제주특별자치도 제주시 연동,6_90%미만,1,8_21_24,3_30_34,M,42,50110,13700
34,2022,제이제이링크(JJ링크),2161072243,1,요식/유흥,5,유흥,제주특별자치도 제주시 신대로16길 44,제주특별자치도 제주시 연동,6_90%미만,1,8_21_24,2_25_29,F,42,50110,13700
35,2021,엔츠노래타운연동3호점,5650801119,1,요식/유흥,5,유흥,제주특별자치도 제주시 연동7길 22,제주특별자치도 제주시 연동,6_90%미만,1,1_00_03,3_30_34,F,42,50110,13700
36,2021,주식회사 준커-연동1호점,3578500280,1,요식/유흥,5,유흥,제주 제주시 연동9길 18,제주특별자치도 제주시 연동,6_90%미만,6,8_21_24,4_35_39,M,42,50110,13700
37,2022,노래야노래야 코인노래연습장,6076600317,1,요식/유흥,5,유흥,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,제주특별자치도 서귀포시 안덕면 서광리,6_90%미만,6,8_21_24,4_35_39,M,42,50130,31027
38,2022,노래야노래야 코인노래연습장,6076600317,1,요식/유흥,5,유흥,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,제주특별자치도 서귀포시 안덕면 서광리,6_90%미만,7,8_21_24,2_25_29,F,42,50130,31027
39,2022,노래야노래야 코인노래연습장,6076600317,1,요식/유흥,5,유흥,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,제주특별자치도 서귀포시 안덕면 서광리,6_90%미만,5,8_21_24,4_35_39,F,42,50130,31027
40,2022,노래야노래야 코인노래연습장,6076600317,1,요식/유흥,5,유흥,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,제주특별자치도 서귀포시 안덕면 서광리,6_90%미만,7,7_18_21,2_25_29,M,42,50130,31027
41,2022,뮤직타워,1560301282,1,요식/유흥,5,유흥,제주특별자치도 제주시 노연로 48,제주특별자치도 제주시 노형동,6_90%미만,6,8_21_24,1_20_24,M,42,50110,12200
42,2022,스타박스,6161936800,1,요식/유흥,5,유흥,제주 서귀포시 천제연로208번길 3,제주특별자치도 서귀포시 중문동,5_75%~90%,5,8_21_24,3_30_34,M,42,50130,11200
43,2022,스카이,2312001014,1,요식/유흥,5,유흥,제주특별자치도 제주시 삼무로 48,제주특별자치도 제주시 연동,6_90%미만,3,7_18_21,4_35_39,M,42,50110,13700
44,2022,뮤직앤뮤직,1726600373,1,요식/유흥,5,유흥,제주특별자치도 서귀포시 표선면 표선중앙로 89,제주특별자치도 서귀포시 표선면 표선리,6_90%미만,6,8_21_24,3_30_34,F,42,50130,32021
45,2022,애플뮤직타운,4608102039,1,요식/유흥,5,유흥,제주특별자치도 제주시 연동7길 38,제주특별자치도 제주시 연동,5_75%~90%,1,8_21_24,3_30_34,M,42,50110,13700
46,2022,애플뮤직타운,4608102039,1,요식/유흥,5,유흥,제주특별자치도 제주시 연동7길 38,제주특별자치도 제주시 연동,5_75%~90%,1,8_21_24,3_30_34,F,42,50110,13700
47,2022,엔츠노래타운,7240800136,1,요식/유흥,5,유흥,제주 제주시 은남4길 46,제주특별자치도 제주시 연동,6_90%미만,3,8_21_24,2_25_29,F,42,50110,13700
48,2022,주식회사링크,7538702194,1,요식/유흥,5,유흥,제주특별자치도 제주시 신대로16길 44,제주특별자치도 제주시 연동,4_50%~75%,6,1_00_03,3_30_34,M,42,50110,13700
49,2021,vip노래연습장,7600801602,1,요식/유흥,5,유흥,제주특별자치도 제주시 조천읍 조함해안로 496,제주특별자치도 제주시 조천읍 함덕리,5_75%~90%,4,7_18_21,4_35_39,F,42,50110,25924
50,2022,제스타노래타운,5393900565,1,요식/유흥,5,유흥,제주특별자치도 서귀포시 김정문화로27번길 10-3,제주특별자치도 서귀포시 강정동,6_90%미만,7,7_18_21,4_35_39,F,42,50130,11600
51,2022,엔츠노래타운연동점,1530600136,1,요식/유흥,5,유흥,제주 제주시 신대로14길 50,제주특별자치도 제주시 연동,6_90%미만,7,2_03_06,2_25_29,M,42,50110,13700
52,2022,대가,1981101170,1,요식/유흥,5,유흥,제주 서귀포시 태평로439번길 46-1,제주특별자치도 서귀포시 서귀동,6_90%미만,1,1_00_03,3_30_34,M,42,50130,10100
53,2022,킹덤,6433500643,1,요식/유흥,5,유흥,제주특별자치도 제주시 신성로13길 19,제주특별자치도 제주시 이도이동,6_90%미만,5,1_00_03,1_20_24,M,42,50110,10400
54,2022,뮤직타워,1560301282,1,요식/유흥,5,유흥,제주특별자치도 제주시 노연로 48,제주특별자치도 제주시 노형동,6_90%미만,5,1_00_03,2_25_29,M,42,50110,12200
55,2022,협재타운,4562301384,1,요식/유흥,5,유흥,제주특별자치도 제주시 한림읍 협재1길 1,제주특별자치도 제주시 한림읍 협재리,6_90%미만,3,8_21_24,2_25_29,F,42,50110,25031
56,2022,벅스노래주점,2433800143,1,요식/유흥,5,유흥,제주 서귀포시 신서귀로 45,제주특별자치도 서귀포시 법환동,6_90%미만,6,8_21_24,4_35_39,M,42,50130,10200
57,2022,애플뮤직타운,4608102039,1,요식/유흥,5,유흥,제주특별자치도 제주시 연동7길 38,제주특별자치도 제주시 연동,5_75%~90%,1,1_00_03,4_35_39,M,42,50110,13700
58,2022,엔츠노래타운,7240800136,1,요식/유흥,5,유흥,제주 제주시 은남4길 46,제주특별자치도 제주시 연동,6_90%미만,2,1_00_03,1_20_24,M,42,50110,13700
59,2021,vip노래연습장,7600801602,1,요식/유흥,5,유흥,제주특별자치도 제주시 조천읍 조함해안로 496,제주특별자치도 제주시 조천읍 함덕리,5_75%~90%,5,8_21_24,3_30_34,M,42,50110,25924
60,2021,vip노래연습장,7600801602,1,요식/유흥,5,유흥,제주특별자치도 제주시 조천읍 조함해안로 496,제주특별자치도 제주시 조천읍 함덕리,5_75%~90%,3,8_21_24,4_35_39,F,42,50110,25924
61,2022,별밤지기노래타운,8086300205,1,요식/유흥,5,유흥,제주 서귀포시 중문관광로72번길 29-9,제주특별자치도 서귀포시 색달동,6_90%미만,2,1_00_03,2_25_29,F,42,50130,11900
62,2022,빠라빠빠노래타운,3721801419,1,요식/유흥,5,유흥,제주특별자치도 제주시 신광로 36,제주특별자치도 제주시 연동,5_75%~90%,3,1_00_03,3_30_34,F,42,50110,13700
63,2022,엔츠노래타운서귀점,6162834819,1,요식/유흥,5,유흥,제주 서귀포시 명동로 16,제주특별자치도 서귀포시 서귀동,6_90%미만,6,7_18_21,4_35_39,M,42,50130,10100
64,2022,엔츠노래타운서귀점,6162834819,1,요식/유흥,5,유흥,제주 서귀포시 명동로 16,제주특별자치도 서귀포시 서귀동,6_90%미만,4,1_00_03,4_35_39,M,42,50130,10100
65,2022,엔츠노래타운연동점,1530600136,1,요식/유흥,5,유흥,제주 제주시 신대로14길 50,제주특별자치도 제주시 연동,6_90%미만,6,1_00_03,1_20_24,F,42,50110,13700
66,2022,주식회사 준커-연동1호점,3578500280,1,요식/유흥,5,유흥,제주 제주시 연동9길 18,제주특별자치도 제주시 연동,5_75%~90%,6,1_00_03,2_25_29,M,42,50110,13700
67,2022,주식회사 준커-연동1호점,3578500280,1,요식/유흥,5,유흥,제주 제주시 연동9길 18,제주특별자치도 제주시 연동,5_75%~90%,7,1_00_03,3_30_34,F,42,50110,13700
68,2022,주식회사 준커-연동1호점,3578500280,1,요식/유흥,5,유흥,제주 제주시 연동9길 18,제주특별자치도 제주시 연동,5_75%~90%,2,1_00_03,1_20_24,M,42,50110,13700
69,2021,주식회사 준커-연동1호점,3578500280,1,요식/유흥,5,유흥,제주 제주시 연동9길 18,제주특별자치도 제주시 연동,6_90%미만,4,1_00_03,1_20_24,M,42,50110,13700
70,2021,락휴노래타운서귀포점,5170800917,1,요식/유흥,5,유흥,제주특별자치도 서귀포시 중정로62번길 4,제주특별자치도 서귀포시 서귀동,6_90%미만,6,8_21_24,1_20_24,M,42,50130,10100
71,2022,노래야노래야 코인노래연습장,6076600317,1,요식/유흥,5,유흥,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,제주특별자치도 서귀포시 안덕면 서광리,6_90%미만,6,7_18_21,2_25_29,F,42,50130,31027
72,2022,노래야노래야 코인노래연습장,6076600317,1,요식/유흥,5,유흥,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,제주특별자치도 서귀포시 안덕면 서광리,6_90%미만,7,8_21_24,2_25_29,M,42,50130,31027
73,2022,노래야노래야 코인노래연습장,6076600317,1,요식/유흥,5,유흥,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,제주특별자치도 서귀포시 안덕면 서광리,6_90%미만,6,8_21_24,3_30_34,M,42,50130,31027
74,2022,노래야노래야 코인노래연습장,6076600317,1,요식/유흥,5,유흥,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,제주특별자치도 서귀포시 안덕면 서광리,6_90%미만,6,7_18_21,4_35_39,M,42,50130,31027
75,2021,노래야노래야 코인노래연습장,6076600317,1,요식/유흥,5,유흥,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,제주특별자치도 서귀포시 안덕면 서광리,5_75%~90%,3,8_21_24,1_20_24,F,42,50130,31027
76,2021,준코뮤직타운 제주중문점 (주)준코,3768500409,1,요식/유흥,5,유흥,제주 서귀포시 천제연로 179,제주특별자치도 서귀포시 중문동,6_90%미만,5,7_18_21,2_25_29,M,42,50130,11200
77,2022,스타박스,6161936800,1,요식/유흥,5,유흥,제주 서귀포시 천제연로208번길 3,제주특별자치도 서귀포시 중문동,5_75%~90%,5,8_21_24,2_25_29,M,42,50130,11200
78,2021,엔츠노래타운,7240800136,1,요식/유흥,5,유흥,제주 제주시 은남4길 46,제주특별자치도 제주시 연동,6_90%미만,7,8_21_24,1_20_24,F,42,50110,13700
79,2022,주식회사링크,7538702194,1,요식/유흥,5,유흥,제주특별자치도 제주시 신대로16길 44,제주특별자치도 제주시 연동,4_50%~75%,1,8_21_24,3_30_34,M,42,50110,13700
80,2021,제스타노래타운,5393900565,1,요식/유흥,5,유흥,제주특별자치도 서귀포시 김정문화로27번길 10-3,제주특별자치도 서귀포시 강정동,6_90%미만,3,7_18_21,3_30_34,M,42,50130,11600
81,2022,제스타노래타운,5393900565,1,요식/유흥,5,유흥,제주특별자치도 서귀포시 김정문화로27번길 10-3,제주특별자치도 서귀포시 강정동,6_90%미만,5,8_21_24,1_20_24,F,42,50130,11600
82,2021,멤버스노래연습장,6162115021,1,요식/유흥,5,유흥,제주 서귀포시 김정문화로27번길 9-5,제주특별자치도 서귀포시 강정동,5_75%~90%,1,1_00_03,2_25_29,M,42,50130,11600
83,2021,락휴노래타운서귀포점,5170800917,1,요식/유흥,5,유흥,제주특별자치도 서귀포시 중정로62번길 4,제주특별자치도 서귀포시 서귀동,6_90%미만,3,8_21_24,3_30_34,F,42,50130,10100
84,2021,준코뮤직타운 제주중문점 (주)준코,3768500409,1,요식/유흥,5,유흥,제주 서귀포시 천제연로 179,제주특별자치도 서귀포시 중문동,6_90%미만,7,7_18_21,2_25_29,M,42,50130,11200
85,2022,킹덤투,7771200229,1,요식/유흥,5,유흥,제주 제주시 연동7길 30,제주특별자치도 제주시 연동,6_90%미만,3,2_03_06,1_20_24,F,42,50110,13700
86,2021,킹덤투,7771200229,1,요식/유흥,5,유흥,제주 제주시 연동7길 30,제주특별자치도 제주시 연동,6_90%미만,3,1_00_03,1_20_24,F,42,50110,13700
87,2022,협재타운,4562301384,1,요식/유흥,5,유흥,제주특별자치도 제주시 한림읍 협재1길 1,제주특별자치도 제주시 한림읍 협재리,6_90%미만,1,1_00_03,2_25_29,F,42,50110,25031
88,2022,애플뮤직타운,4608102039,1,요식/유흥,5,유흥,제주특별자치도 제주시 연동7길 38,제주특별자치도 제주시 연동,5_75%~90%,1,8_21_24,4_35_39,F,42,50110,13700
89,2022,엔츠노래타운,7240800136,1,요식/유흥,5,유흥,제주 제주시 은남4길 46,제주특별자치도 제주시 연동,6_90%미만,3,8_21_24,2_25_29,M,42,50110,13700
90,2022,엔츠노래타운,7240800136,1,요식/유흥,5,유흥,제주 제주시 은남4길 46,제주특별자치도 제주시 연동,6_90%미만,7,1_00_03,2_25_29,M,42,50110,13700
91,2022,엔츠노래타운,7240800136,1,요식/유흥,5,유흥,제주 제주시 은남4길 46,제주특별자치도 제주시 연동,6_90%미만,6,1_00_03,2_25_29,M,42,50110,13700
92,2022,엔츠노래타운,7240800136,1,요식/유흥,5,유흥,제주 제주시 은남4길 46,제주특별자치도 제주시 연동,6_90%미만,2,1_00_03,2_25_29,M,42,50110,13700
93,2022,제스타노래타운,5393900565,1,요식/유흥,5,유흥,제주특별자치도 서귀포시 김정문화로27번길 10-3,제주특별자치도 서귀포시 강정동,6_90%미만,3,8_21_24,4_35_39,M,42,50130,11600
94,2022,제스타노래타운,5393900565,1,요식/유흥,5,유흥,제주특별자치도 서귀포시 김정문화로27번길 10-3,제주특별자치도 서귀포시 강정동,6_90%미만,6,1_00_03,2_25_29,M,42,50130,11600
95,2022,제스타노래타운,5393900565,1,요식/유흥,5,유흥,제주특별자치도 서귀포시 김정문화로27번길 10-3,제주특별자치도 서귀포시 강정동,6_90%미만,7,8_21_24,2_25_29,M,42,50130,11600
96,2022,엔츠노래타운연동점,1530600136,1,요식/유흥,5,유흥,제주 제주시 신대로14길 50,제주특별자치도 제주시 연동,6_90%미만,6,2_03_06,2_25_29,F,42,50110,13700
97,2022,엔츠노래타운연동점,1530600136,1,요식/유흥,5,유흥,제주 제주시 신대로14길 50,제주특별자치도 제주시 연동,6_90%미만,5,8_21_24,1_20_24,F,42,50110,13700
98,2022,엔츠노래타운연동점,1530600136,1,요식/유흥,5,유흥,제주 제주시 신대로14길 50,제주특별자치도 제주시 연동,6_90%미만,7,8_21_24,3_30_34,F,42,50110,13700
99,2022,(주)준코-제주시청점,4268500252,1,요식/유흥,5,유흥,제주 제주시 서광로32길 4,제주특별자치도 제주시 이도이동,5_75%~90%,7,2_03_06,4_35_39,M,42,50110,10400
100,2022,(주)준코-제주시청점,4268500252,1,요식/유흥,5,유흥,제주 제주시 서광로32길 4,제주특별자치도 제주시 이도이동,5_75%~90%,5,1_00_03,2_25_29,F,42,50110,10400
101,2021,락휴노래타운서귀포점,5170800917,1,요식/유흥,5,유흥,제주특별자치도 서귀포시 중정로62번길 4,제주특별자치도 서귀포시 서귀동,6_90%미만,6,8_21_24,3_30_34,M,42,50130,10100
102,2022,락휴노래타운서귀포점,5170800917,1,요식/유흥,5,유흥,제주특별자치도 서귀포시 중정로62번길 4,제주특별자치도 서귀포시 서귀동,6_90%미만,7,1_00_03,3_30_34,M,42,50130,10100
103,2022,제이제이링크(JJ링크),2161072243,1,요식/유흥,5,유흥,제주특별자치도 제주시 신대로16길 44,제주특별자치도 제주시 연동,6_90%미만,5,8_21_24,2_25_29,M,42,50110,13700
104,2021,엔츠노래타운연동3호점,5650801119,1,요식/유흥,5,유흥,제주특별자치도 제주시 연동7길 22,제주특별자치도 제주시 연동,6_90%미만,4,1_00_03,2_25_29,M,42,50110,13700
105,2022,엔츠노래타운연동3호점,5650801119,1,요식/유흥,5,유흥,제주특별자치도 제주시 연동7길 22,제주특별자치도 제주시 연동,6_90%미만,1,8_21_24,3_30_34,M,42,50110,13700
106,2021,블랙,5081015030,1,요식/유흥,5,유흥,제주특별자치도 제주시 중앙로2길 31,제주특별자치도 제주시 삼도이동,6_90%미만,1,1_00_03,2_25_29,M,42,50110,10600
107,2022,주식회사 준커-연동1호점,3578500280,1,요식/유흥,5,유흥,제주 제주시 연동9길 18,제주특별자치도 제주시 연동,5_75%~90%,5,1_00_03,3_30_34,M,42,50110,13700
108,2021,노래야노래야 코인노래연습장,6076600317,1,요식/유흥,5,유흥,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,제주특별자치도 서귀포시 안덕면 서광리,5_75%~90%,3,8_21_24,4_35_39,F,42,50130,31027
109,2022,노래야노래야 코인노래연습장,6076600317,1,요식/유흥,5,유흥,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,제주특별자치도 서귀포시 안덕면 서광리,6_90%미만,2,8_21_24,2_25_29,F,42,50130,31027
110,2022,노래야노래야 코인노래연습장,6076600317,1,요식/유흥,5,유흥,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,제주특별자치도 서귀포시 안덕면 서광리,6_90%미만,3,7_18_21,2_25_29,M,42,50130,31027
111,2021,준코뮤직타운 제주중문점 (주)준코,3768500409,1,요식/유흥,5,유흥,제주 서귀포시 천제연로 179,제주특별자치도 서귀포시 중문동,6_90%미만,5,7_18_21,1_20_24,M,42,50130,11200
112,2021,쉘,1294500578,1,요식/유흥,5,유흥,제주특별자치도 제주시 삼무로5길 8,제주특별자치도 제주시 연동,6_90%미만,3,8_21_24,4_35_39,M,42,50110,13700
113,2022,킹덤투,7771200229,1,요식/유흥,5,유흥,제주 제주시 연동7길 30,제주특별자치도 제주시 연동,6_90%미만,5,7_18_21,2_25_29,M,42,50110,13700
114,2022,킹덤투,7771200229,1,요식/유흥,5,유흥,제주 제주시 연동7길 30,제주특별자치도 제주시 연동,6_90%미만,2,1_00_03,3_30_34,M,42,50110,13700
115,2022,킹덤투,7771200229,1,요식/유흥,5,유흥,제주 제주시 연동7길 30,제주특별자치도 제주시 연동,6_90%미만,5,1_00_03,1_20_24,M,42,50110,13700
116,2022,뮤직박스,6161266983,1,요식/유흥,5,유흥,제주 제주시 다랑곶길 4,제주특별자치도 제주시 노형동,5_75%~90%,7,1_00_03,3_30_34,M,42,50110,12200
117,2022,스타박스,6161936800,1,요식/유흥,5,유흥,제주 서귀포시 천제연로208번길 3,제주특별자치도 서귀포시 중문동,5_75%~90%,3,8_21_24,4_35_39,M,42,50130,11200
118,2022,(주)준코-제주시청점,4268500252,1,요식/유흥,5,유흥,제주 제주시 서광로32길 4,제주특별자치도 제주시 이도이동,5_75%~90%,4,8_21_24,4_35_39,F,42,50110,10400
119,2022,vip노래연습장,7600801602,1,요식/유흥,5,유흥,제주특별자치도 제주시 조천읍 조함해안로 496,제주특별자치도 제주시 조천읍 함덕리,5_75%~90%,2,7_18_21,4_35_39,M,42,50110,25924
120,2021,제스타노래타운,5393900565,1,요식/유흥,5,유흥,제주특별자치도 서귀포시 김정문화로27번길 10-3,제주특별자치도 서귀포시 강정동,6_90%미만,2,8_21_24,2_25_29,M,42,50130,11600
121,2021,멤버스노래연습장,6162115021,1,요식/유흥,5,유흥,제주 서귀포시 김정문화로27번길 9-5,제주특별자치도 서귀포시 강정동,5_75%~90%,6,7_18_21,3_30_34,M,42,50130,11600
122,2022,제이제이링크(JJ링크),2161072243,1,요식/유흥,5,유흥,제주특별자치도 제주시 신대로16길 44,제주특별자치도 제주시 연동,6_90%미만,1,1_00_03,3_30_34,M,42,50110,13700
123,2022,노래야노래야 코인노래연습장,6076600317,1,요식/유흥,5,유흥,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,제주특별자치도 서귀포시 안덕면 서광리,6_90%미만,3,7_18_21,3_30_34,M,42,50130,31027
124,2022,노래야노래야 코인노래연습장,6076600317,1,요식/유흥,5,유흥,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,제주특별자치도 서귀포시 안덕면 서광리,6_90%미만,7,8_21_24,4_35_39,M,42,50130,31027
125,2021,블랙,5081015030,1,요식/유흥,5,유흥,제주특별자치도 제주시 중앙로2길 31,제주특별자치도 제주시 삼도이동,6_90%미만,4,8_21_24,3_30_34,M,42,50110,10600
126,2022,스타박스,6161936800,1,요식/유흥,5,유흥,제주 서귀포시 천제연로208번길 3,제주특별자치도 서귀포시 중문동,5_75%~90%,7,1_00_03,2_25_29,F,42,50130,11200
127,2022,협재타운,4562301384,1,요식/유흥,5,유흥,제주특별자치도 제주시 한림읍 협재1길 1,제주특별자치도 제주시 한림읍 협재리,6_90%미만,3,8_21_24,3_30_34,M,42,50110,25031
128,2022,엔츠노래타운,7240800136,1,요식/유흥,5,유흥,제주 제주시 은남4길 46,제주특별자치도 제주시 연동,6_90%미만,5,1_00_03,3_30_34,F,42,50110,13700
129,2022,엔츠노래타운,7240800136,1,요식/유흥,5,유흥,제주 제주시 은남4길 46,제주특별자치도 제주시 연동,6_90%미만,3,2_03_06,3_30_34,M,42,50110,13700
130,2022,링코제주시청점,5994000898,1,요식/유흥,5,유흥,제주특별자치도 제주시 신성로13길 5,제주특별자치도 제주시 이도이동,6_90%미만,7,8_21_24,2_25_29,F,42,50110,10400
